indice,data,horario,POX
"1535","2018-09-13","20:39:00","430"
"1536","2018-09-13","20:39:00","443"
"1537","2018-09-13","20:39:00","458"
"1538","2018-09-13","20:39:00","473"
"1539","2018-09-13","20:39:00","481"
"1540","2018-09-13","20:39:00","498"
"1541","2018-09-13","20:39:00","521"
"1542","2018-09-13","20:39:00","522"
"1543","2018-09-13","20:39:00","524"
"1544","2018-09-13","20:39:00","520"
"1545","2018-09-13","20:39:00","517"
"1546","2018-09-13","20:39:00","517"
"1547","2018-09-13","20:39:00","513"
"1548","2018-09-13","20:39:00","507"
"1549","2018-09-13","20:39:00","498"
"1550","2018-09-13","20:39:00","485"
"1551","2018-09-13","20:39:00","457"
"1552","2018-09-13","20:39:00","455"
"1553","2018-09-13","20:39:00","451"
"1554","2018-09-13","20:39:00","451"
"1555","2018-09-13","20:39:00","450"
"1556","2018-09-13","20:39:00","451"
"1557","2018-09-13","20:39:00","451"
"1558","2018-09-13","20:39:00","455"
"1559","2018-09-13","20:39:00","455"
"1560","2018-09-13","20:39:00","454"
"1561","2018-09-13","20:39:00","461"
"1562","2018-09-13","20:39:00","465"
"1563","2018-09-13","20:39:00","472"
"1564","2018-09-13","20:39:00","476"
"1565","2018-09-13","20:39:00","481"
"1566","2018-09-13","20:39:00","483"
"1567","2018-09-13","20:39:00","489"
"1568","2018-09-13","20:39:00","487"
"1569","2018-09-13","20:39:00","491"
"1570","2018-09-13","20:39:00","535"
"1571","2018-09-13","20:39:00","556"
"1572","2018-09-13","20:39:00","590"
"1573","2018-09-13","20:39:00","618"
"1574","2018-09-13","20:39:00","656"
"1575","2018-09-13","20:39:00","684"
"1576","2018-09-13","20:39:00","717"
"1577","2018-09-13","20:39:00","732"
"1578","2018-09-13","20:39:00","741"
"1579","2018-09-13","20:39:00","733"
"1580","2018-09-13","20:39:00","689"
"1581","2018-09-13","20:39:00","664"
"1582","2018-09-13","20:39:00","630"
"1583","2018-09-13","20:39:00","594"
"1584","2018-09-13","20:39:00","558"
"1585","2018-09-13","20:39:00","533"
"1586","2018-09-13","20:39:00","499"
"1587","2018-09-13","20:39:00","474"
"1588","2018-09-13","20:39:00","450"
"1589","2018-09-13","20:39:00","387"
"1590","2018-09-13","20:39:00","300"
"1591","2018-09-13","20:39:00","314"
"1592","2018-09-13","20:39:00","340"
"1593","2018-09-13","20:39:00","373"
"1594","2018-09-13","20:39:00","405"
"1595","2018-09-13","20:39:00","437"
"1596","2018-09-13","20:39:00","471"
"1597","2018-09-13","20:39:00","500"
"1598","2018-09-13","20:39:00","528"
"1599","2018-09-13","20:39:00","544"
"1600","2018-09-13","20:39:00","568"
"1601","2018-09-13","20:39:00","565"
"1602","2018-09-13","20:39:00","560"
"1603","2018-09-13","20:39:00","552"
"1604","2018-09-13","20:39:00","541"
"1605","2018-09-13","20:39:00","534"
"1606","2018-09-13","20:39:00","530"
"1607","2018-09-13","20:39:00","520"
"1608","2018-09-13","20:39:00","509"
"1609","2018-09-13","20:39:00","487"
"1610","2018-09-13","20:39:00","482"
"1611","2018-09-13","20:39:00","479"
"1612","2018-09-13","20:39:00","475"
"1613","2018-09-13","20:39:00","464"
"1614","2018-09-13","20:39:00","454"
"1615","2018-09-13","20:39:00","439"
"1616","2018-09-13","20:39:00","429"
"1617","2018-09-13","20:39:00","402"
"1618","2018-09-13","20:39:00","371"
"1619","2018-09-13","20:39:00","385"
"1620","2018-09-13","20:39:00","444"
"1621","2018-09-13","20:39:00","474"
"1622","2018-09-13","20:39:00","498"
"1623","2018-09-13","20:39:00","511"
"1624","2018-09-13","20:39:00","517"
"1625","2018-09-13","20:39:00","522"
"1626","2018-09-13","20:39:00","526"
"1627","2018-09-13","20:39:00","521"
"1628","2018-09-13","20:39:00","504"
"1629","2018-09-13","20:39:00","531"
"1630","2018-09-13","20:39:00","560"
"1631","2018-09-13","20:39:00","589"
"1632","2018-09-13","20:39:00","617"
"1633","2018-09-13","20:39:00","656"
"1634","2018-09-13","20:39:00","688"
"1635","2018-09-13","20:39:00","717"
"1636","2018-09-13","20:39:00","735"
"1637","2018-09-13","20:39:00","737"
"1638","2018-09-13","20:39:00","739"
"1639","2018-09-13","20:39:00","737"
"1640","2018-09-13","20:39:00","692"
"1641","2018-09-13","20:39:00","655"
"1642","2018-09-13","20:39:00","625"
"1643","2018-09-13","20:39:00","579"
"1644","2018-09-13","20:39:00","546"
"1645","2018-09-13","20:39:00","505"
"1646","2018-09-13","20:39:00","474"
"1647","2018-09-13","20:39:00","436"
"1648","2018-09-13","20:39:00","420"
"1649","2018-09-13","20:39:00","404"
"1650","2018-09-13","20:39:00","398"
"1651","2018-09-13","20:39:00","396"
"1652","2018-09-13","20:39:00","403"
"1653","2018-09-13","20:39:00","418"
"1654","2018-09-13","20:39:00","432"
"1655","2018-09-13","20:39:00","443"
"1656","2018-09-13","20:39:00","446"
"1657","2018-09-13","20:39:00","503"
"1658","2018-09-13","20:39:00","499"
"1659","2018-09-13","20:39:00","503"
"1660","2018-09-13","20:39:00","511"
"1661","2018-09-13","20:39:00","512"
"1662","2018-09-13","20:39:00","508"
"1663","2018-09-13","20:39:00","511"
"1664","2018-09-13","20:39:00","504"
"1665","2018-09-13","20:39:00","488"
"1666","2018-09-13","20:39:00","474"
"1667","2018-09-13","20:39:00","475"
"1668","2018-09-13","20:39:00","476"
"1669","2018-09-13","20:39:00","476"
"1670","2018-09-13","20:39:00","474"
"1671","2018-09-13","20:40:00","473"
"1672","2018-09-13","20:40:00","474"
"1673","2018-09-13","20:40:00","468"
"1674","2018-09-13","20:40:00","465"
"1675","2018-09-13","20:40:00","452"
"1676","2018-09-13","20:40:00","461"
"1677","2018-09-13","20:40:00","460"
"1678","2018-09-13","20:40:00","466"
"1679","2018-09-13","20:40:00","471"
"1680","2018-09-13","20:40:00","480"
"1681","2018-09-13","20:40:00","478"
"1682","2018-09-13","20:40:00","473"
"1683","2018-09-13","20:40:00","472"
"1684","2018-09-13","20:40:00","471"
"1685","2018-09-13","20:40:00","455"
"1686","2018-09-13","20:40:00","486"
"1687","2018-09-13","20:40:00","482"
"1688","2018-09-13","20:40:00","484"
"1689","2018-09-13","20:40:00","487"
"1690","2018-09-13","20:40:00","523"
"1691","2018-09-13","20:40:00","547"
"1692","2018-09-13","20:40:00","595"
"1693","2018-09-13","20:40:00","625"
"1694","2018-09-13","20:40:00","653"
"1695","2018-09-13","20:40:00","684"
"1696","2018-09-13","20:40:00","714"
"1697","2018-09-13","20:40:00","728"
"1698","2018-09-13","20:40:00","735"
"1699","2018-09-13","20:40:00","722"
"1700","2018-09-13","20:40:00","684"
"1701","2018-09-13","20:40:00","652"
"1702","2018-09-13","20:40:00","609"
"1703","2018-09-13","20:40:00","569"
"1704","2018-09-13","20:40:00","523"
"1705","2018-09-13","20:40:00","497"
"1706","2018-09-13","20:40:00","465"
"1707","2018-09-13","20:40:00","443"
"1708","2018-09-13","20:40:00","426"
"1709","2018-09-13","20:40:00","422"
"1710","2018-09-13","20:40:00","405"
"1711","2018-09-13","20:40:00","404"
"1712","2018-09-13","20:40:00","414"
"1713","2018-09-13","20:40:00","407"
"1714","2018-09-13","20:40:00","426"
"1715","2018-09-13","20:40:00","471"
"1716","2018-09-13","20:40:00","478"
"1717","2018-09-13","20:40:00","488"
"1718","2018-09-13","20:40:00","492"
"1719","2018-09-13","20:40:00","496"
"1720","2018-09-13","20:40:00","504"
"1721","2018-09-13","20:40:00","506"
"1722","2018-09-13","20:40:00","496"
"1723","2018-09-13","20:40:00","491"
"1724","2018-09-13","20:40:00","488"
"1725","2018-09-13","20:40:00","490"
"1726","2018-09-13","20:40:00","490"
"1727","2018-09-13","20:40:00","487"
"1728","2018-09-13","20:40:00","486"
"1729","2018-09-13","20:40:00","481"
"1730","2018-09-13","20:40:00","474"
"1731","2018-09-13","20:40:00","462"
"1732","2018-09-13","20:40:00","467"
"1733","2018-09-13","20:40:00","468"
"1734","2018-09-13","20:40:00","465"
"1735","2018-09-13","20:40:00","464"
"1736","2018-09-13","20:40:00","462"
"1737","2018-09-13","20:40:00","467"
"1738","2018-09-13","20:40:00","467"
"1739","2018-09-13","20:40:00","466"
"1740","2018-09-13","20:40:00","464"
"1741","2018-09-13","20:40:00","462"
"1742","2018-09-13","20:40:00","464"
"1743","2018-09-13","20:40:00","493"
"1744","2018-09-13","20:40:00","489"
"1745","2018-09-13","20:40:00","488"
"1746","2018-09-13","20:40:00","483"
"1747","2018-09-13","20:40:00","480"
"1748","2018-09-13","20:40:00","480"
"1749","2018-09-13","20:40:00","488"
"1750","2018-09-13","20:40:00","520"
"1751","2018-09-13","20:40:00","557"
"1752","2018-09-13","20:40:00","600"
"1753","2018-09-13","20:40:00","641"
"1754","2018-09-13","20:40:00","682"
"1755","2018-09-13","20:40:00","711"
"1756","2018-09-13","20:40:00","731"
"1757","2018-09-13","20:40:00","728"
"1758","2018-09-13","20:40:00","724"
"1759","2018-09-13","20:40:00","706"
"1760","2018-09-13","20:40:00","627"
"1761","2018-09-13","20:40:00","603"
"1762","2018-09-13","20:40:00","569"
"1763","2018-09-13","20:40:00","543"
"1764","2018-09-13","20:40:00","505"
"1765","2018-09-13","20:40:00","484"
"1766","2018-09-13","20:40:00","453"
"1767","2018-09-13","20:40:00","441"
"1768","2018-09-13","20:40:00","419"
"1769","2018-09-13","20:40:00","409"
"1770","2018-09-13","20:40:00","410"
"1771","2018-09-13","20:40:00","428"
"1772","2018-09-13","20:40:00","444"
"1773","2018-09-13","20:40:00","451"
"1774","2018-09-13","20:40:00","460"
"1775","2018-09-13","20:40:00","471"
"1776","2018-09-13","20:40:00","478"
"1777","2018-09-13","20:40:00","485"
"1778","2018-09-13","20:40:00","496"
"1779","2018-09-13","20:40:00","481"
"1780","2018-09-13","20:40:00","493"
"1781","2018-09-13","20:40:00","496"
"1782","2018-09-13","20:40:00","494"
"1783","2018-09-13","20:40:00","492"
"1784","2018-09-13","20:40:00","490"
"1785","2018-09-13","20:40:00","489"
"1786","2018-09-13","20:40:00","483"
"1787","2018-09-13","20:40:00","480"
"1788","2018-09-13","20:40:00","476"
"1789","2018-09-13","20:40:00","474"
"1790","2018-09-13","20:40:00","475"
"1791","2018-09-13","20:40:00","477"
"1792","2018-09-13","20:40:00","478"
"1793","2018-09-13","20:40:00","477"
"1794","2018-09-13","20:40:00","476"
"1795","2018-09-13","20:40:00","482"
"1796","2018-09-13","20:40:00","476"
"1797","2018-09-13","20:40:00","477"
"1798","2018-09-13","20:40:00","456"
"1799","2018-09-13","20:40:00","461"
"1800","2018-09-13","20:40:00","480"
"1801","2018-09-13","20:40:00","487"
"1802","2018-09-13","20:40:00","483"
"1803","2018-09-13","20:40:00","475"
"1804","2018-09-13","20:40:00","476"
"1805","2018-09-13","20:40:00","474"
"1806","2018-09-13","20:40:00","477"
"1807","2018-09-13","20:40:00","476"
"1808","2018-09-13","20:40:00","486"
"1809","2018-09-13","20:40:00","507"
"1810","2018-09-13","20:40:00","565"
"1811","2018-09-13","20:40:00","601"
"1812","2018-09-13","20:40:00","637"
"1813","2018-09-13","20:40:00","668"
"1814","2018-09-13","20:40:00","691"
"1815","2018-09-13","20:40:00","710"
"1816","2018-09-13","20:40:00","713"
"1817","2018-09-13","20:40:00","688"
"1818","2018-09-13","20:40:00","672"
"1819","2018-09-13","20:40:00","654"
"1820","2018-09-13","20:40:00","598"
"1821","2018-09-13","20:40:00","564"
"1822","2018-09-13","20:40:00","534"
"1823","2018-09-13","20:40:00","498"
"1824","2018-09-13","20:40:00","475"
"1825","2018-09-13","20:40:00","449"
"1826","2018-09-13","20:40:00","418"
"1827","2018-09-13","20:40:00","406"
"1828","2018-09-13","20:40:00","407"
"1829","2018-09-13","20:40:00","402"
"1830","2018-09-13","20:40:00","438"
"1831","2018-09-13","20:40:00","446"
"1832","2018-09-13","20:40:00","449"
"1833","2018-09-13","20:40:00","459"
"1834","2018-09-13","20:40:00","461"
"1835","2018-09-13","20:40:00","469"
"1836","2018-09-13","20:40:00","460"
"1837","2018-09-13","20:40:00","477"
"1838","2018-09-13","20:40:00","487"
"1839","2018-09-13","20:40:00","500"
"1840","2018-09-13","20:40:00","511"
"1841","2018-09-13","20:40:00","510"
"1842","2018-09-13","20:40:00","511"
"1843","2018-09-13","20:40:00","508"
"1844","2018-09-13","20:40:00","512"
"1845","2018-09-13","20:40:00","501"
"1846","2018-09-13","20:40:00","505"
"1847","2018-09-13","20:40:00","500"
"1848","2018-09-13","20:40:00","502"
"1849","2018-09-13","20:40:00","497"
"1850","2018-09-13","20:40:00","489"
"1851","2018-09-13","20:40:00","481"
"1852","2018-09-13","20:40:00","474"
"1853","2018-09-13","20:40:00","469"
"1854","2018-09-13","20:40:00","461"
"1855","2018-09-13","20:40:00","447"
"1856","2018-09-13","20:40:00","449"
"1857","2018-09-13","20:40:00","452"
"1858","2018-09-13","20:40:00","452"
"1859","2018-09-13","20:40:00","471"
"1860","2018-09-13","20:40:00","478"
"1861","2018-09-13","20:40:00","697"
"1862","2018-09-13","20:40:00","692"
"1863","2018-09-13","20:40:00","677"
"1864","2018-09-13","20:40:00","655"
"1865","2018-09-13","20:40:00","620"
"1866","2018-09-13","20:40:00","588"
"1867","2018-09-13","20:40:00","556"
"1868","2018-09-13","20:40:00","528"
"1869","2018-09-13","20:40:00","488"
"1870","2018-09-13","20:40:00","434"
"1871","2018-09-13","20:40:00","423"
"1872","2018-09-13","20:40:00","410"
"1873","2018-09-13","20:40:00","405"
"1874","2018-09-13","20:40:00","426"
"1875","2018-09-13","20:40:00","423"
"1876","2018-09-13","20:40:00","418"
"1877","2018-09-13","20:40:00","428"
"1878","2018-09-13","20:40:00","432"
"1879","2018-09-13","20:40:00","433"
"1880","2018-09-13","20:40:00","461"
"1881","2018-09-13","20:40:00","473"
"1882","2018-09-13","20:40:00","485"
"1883","2018-09-13","20:40:00","495"
"1884","2018-09-13","20:40:00","506"
"1885","2018-09-13","20:40:00","509"
"1886","2018-09-13","20:40:00","516"
"1887","2018-09-13","20:40:00","514"
"1888","2018-09-13","20:40:00","520"
"1889","2018-09-13","20:40:00","511"
"1890","2018-09-13","20:40:00","508"
"1891","2018-09-13","20:40:00","506"
"1892","2018-09-13","20:40:00","501"
"1893","2018-09-13","20:40:00","500"
"1894","2018-09-13","20:40:00","497"
"1895","2018-09-13","20:40:00","495"
"1896","2018-09-13","20:40:00","489"
"1897","2018-09-13","20:40:00","481"
"1898","2018-09-13","20:40:00","461"
"1899","2018-09-13","20:40:00","455"
"1900","2018-09-13","20:40:00","454"
"1901","2018-09-13","20:40:00","452"
"1902","2018-09-13","20:40:00","453"
"1903","2018-09-13","20:40:00","479"
"1904","2018-09-13","20:40:00","477"
"1905","2018-09-13","20:40:00","481"
"1906","2018-09-13","20:40:00","479"
"1907","2018-09-13","20:40:00","479"
"1908","2018-09-13","20:40:00","473"
"1909","2018-09-13","20:40:00","479"
"1910","2018-09-13","20:40:00","486"
"1911","2018-09-13","20:40:00","493"
"1912","2018-09-13","20:40:00","512"
"1913","2018-09-13","20:40:00","531"
"1914","2018-09-13","20:40:00","567"
"1915","2018-09-13","20:40:00","599"
"1916","2018-09-13","20:40:00","640"
"1917","2018-09-13","20:40:00","644"
"1918","2018-09-13","20:40:00","674"
"1919","2018-09-13","20:40:00","687"
"1920","2018-09-13","20:40:00","692"
"1921","2018-09-13","20:40:00","683"
"1922","2018-09-13","20:40:00","661"
"1923","2018-09-13","20:40:00","635"
"1924","2018-09-13","20:40:00","595"
"1925","2018-09-13","20:40:00","564"
"1926","2018-09-13","20:40:00","523"
"1927","2018-09-13","20:40:00","503"
"1928","2018-09-13","20:40:00","474"
"1929","2018-09-13","20:40:00","458"
"1930","2018-09-13","20:40:00","425"
"1931","2018-09-13","20:40:00","414"
"1932","2018-09-13","20:40:00","424"
"1933","2018-09-13","20:40:00","415"
"1934","2018-09-13","20:40:00","419"
"1935","2018-09-13","20:40:00","422"
"1936","2018-09-13","20:40:00","421"
"1937","2018-09-13","20:40:00","435"
"1938","2018-09-13","20:40:00","456"
"1939","2018-09-13","20:40:00","467"
"1940","2018-09-13","20:40:00","495"
"1941","2018-09-13","20:40:00","512"
"1942","2018-09-13","20:40:00","523"
"1943","2018-09-13","20:40:00","531"
"1944","2018-09-13","20:40:00","530"
"1945","2018-09-13","20:40:00","522"
"1946","2018-09-13","20:40:00","513"
"1947","2018-09-13","20:40:00","513"
"1948","2018-09-13","20:40:00","507"
"1949","2018-09-13","20:40:00","505"
"1950","2018-09-13","20:40:00","493"
"1951","2018-09-13","20:40:00","487"
"1952","2018-09-13","20:40:00","480"
"1953","2018-09-13","20:40:00","470"
"1954","2018-09-13","20:40:00","463"
"1955","2018-09-13","20:40:00","439"
"1956","2018-09-13","20:40:00","442"
"1957","2018-09-13","20:40:00","437"
"1958","2018-09-13","20:40:00","441"
"1959","2018-09-13","20:40:00","445"
"1960","2018-09-13","20:40:00","463"
"1961","2018-09-13","20:40:00","483"
"1962","2018-09-13","20:40:00","484"
"1963","2018-09-13","20:40:00","476"
"1964","2018-09-13","20:40:00","470"
"1965","2018-09-13","20:40:00","469"
"1966","2018-09-13","20:40:00","480"
"1967","2018-09-13","20:40:00","487"
"1968","2018-09-13","20:40:00","492"
"1969","2018-09-13","20:40:00","507"
"1970","2018-09-13","20:40:00","549"
"1971","2018-09-13","20:40:00","575"
"1972","2018-09-13","20:40:00","619"
"1973","2018-09-13","20:40:00","668"
"1974","2018-09-13","20:40:00","696"
"1975","2018-09-13","20:40:00","737"
"1976","2018-09-13","20:40:00","769"
"1977","2018-09-13","20:40:00","794"
"1978","2018-09-13","20:40:00","805"
"1979","2018-09-13","20:40:00","797"
"1980","2018-09-13","20:40:00","738"
"1981","2018-09-13","20:40:00","691"
"1982","2018-09-13","20:40:00","643"
"1983","2018-09-13","20:40:00","581"
"1984","2018-09-13","20:40:00","532"
"1985","2018-09-13","20:40:00","483"
"1986","2018-09-13","20:40:00","442"
"1987","2018-09-13","20:40:00","407"
"1988","2018-09-13","20:40:00","380"
"1989","2018-09-13","20:40:00","358"
"1990","2018-09-13","20:40:00","362"
"1991","2018-09-13","20:40:00","355"
"1992","2018-09-13","20:40:00","349"
"1993","2018-09-13","20:40:00","347"
"1994","2018-09-13","20:40:00","359"
"1995","2018-09-13","20:40:00","380"
"1996","2018-09-13","20:40:00","397"
"1997","2018-09-13","20:40:00","416"
"1998","2018-09-13","20:40:00","426"
"1999","2018-09-13","20:40:00","447"
"2000","2018-09-13","20:40:00","473"
"2001","2018-09-13","20:40:00","486"
"2002","2018-09-13","20:40:00","489"
"2003","2018-09-13","20:40:00","504"
"2004","2018-09-13","20:40:00","520"
"2005","2018-09-13","20:40:00","528"
"2006","2018-09-13","20:40:00","533"
"2007","2018-09-13","20:40:00","526"
"2008","2018-09-13","20:40:00","520"
"2009","2018-09-13","20:40:00","508"
"2010","2018-09-13","20:40:00","490"
"2011","2018-09-13","20:40:00","468"
"2012","2018-09-13","20:40:00","448"
"2013","2018-09-13","20:40:00","448"
"2014","2018-09-13","20:40:00","449"
"2015","2018-09-13","20:40:00","454"
"2016","2018-09-13","20:40:00","457"
"2017","2018-09-13","20:40:00","457"
"2018","2018-09-13","20:40:00","460"
"2019","2018-09-13","20:40:00","493"
"2020","2018-09-13","20:40:00","473"
"2021","2018-09-13","20:40:00","460"
"2022","2018-09-13","20:40:00","461"
"2023","2018-09-13","20:40:00","459"
"2024","2018-09-13","20:40:00","458"
"2025","2018-09-13","20:40:00","458"
"2026","2018-09-13","20:40:00","456"
"2027","2018-09-13","20:40:00","462"
"2028","2018-09-13","20:40:00","471"
"2029","2018-09-13","20:40:00","487"
"2030","2018-09-13","20:40:00","526"
"2031","2018-09-13","20:40:00","560"
"2032","2018-09-13","20:40:00","600"
"2033","2018-09-13","20:40:00","633"
"2034","2018-09-13","20:40:00","665"
"2035","2018-09-13","20:40:00","692"
"2036","2018-09-13","20:40:00","704"
"2037","2018-09-13","20:40:00","707"
"2038","2018-09-13","20:40:00","704"
"2039","2018-09-13","20:40:00","689"
"2040","2018-09-13","20:40:00","634"
"2041","2018-09-13","20:40:00","610"
"2042","2018-09-13","20:40:00","577"
"2043","2018-09-13","20:40:00","549"
"2044","2018-09-13","20:40:00","520"
"2045","2018-09-13","20:40:00","494"
"2046","2018-09-13","20:40:00","469"
"2047","2018-09-13","20:40:00","446"
"2048","2018-09-13","20:40:00","442"
"2049","2018-09-13","20:40:00","423"
"2050","2018-09-13","20:40:00","394"
"2051","2018-09-13","20:40:00","393"
"2052","2018-09-13","20:40:00","403"
"2053","2018-09-13","20:40:00","418"
"2054","2018-09-13","20:40:00","439"
"2055","2018-09-13","20:40:00","455"
"2056","2018-09-13","20:40:00","473"
"2057","2018-09-13","20:40:00","487"
"2058","2018-09-13","20:40:00","506"
"2059","2018-09-13","20:40:00","519"
"2060","2018-09-13","20:40:00","544"
"2061","2018-09-13","20:40:00","551"
"2062","2018-09-13","20:40:00","558"
"2063","2018-09-13","20:40:00","558"
"2064","2018-09-13","20:40:00","550"
"2065","2018-09-13","20:40:00","542"
"2066","2018-09-13","20:40:00","526"
"2067","2018-09-13","20:40:00","509"
"2068","2018-09-13","20:40:00","493"
"2069","2018-09-13","20:40:00","457"
"2070","2018-09-13","20:40:00","443"
"2071","2018-09-13","20:40:00","439"
"2072","2018-09-13","20:40:00","445"
"2073","2018-09-13","20:40:00","450"
"2074","2018-09-13","20:40:00","451"
"2075","2018-09-13","20:40:00","454"
"2076","2018-09-13","20:40:00","457"
"2077","2018-09-13","20:40:00","491"
"2078","2018-09-13","20:40:00","489"
"2079","2018-09-13","20:40:00","488"
"2080","2018-09-13","20:40:00","507"
"2081","2018-09-13","20:40:00","515"
"2082","2018-09-13","20:40:00","526"
"2083","2018-09-13","20:40:00","538"
"2084","2018-09-13","20:40:00","559"
"2085","2018-09-13","20:40:00","581"
"2086","2018-09-13","20:40:00","611"
"2087","2018-09-13","20:40:00","630"
"2088","2018-09-13","20:40:00","640"
"2089","2018-09-13","20:40:00","661"
"2090","2018-09-13","20:40:00","683"
"2091","2018-09-13","20:40:00","679"
"2092","2018-09-13","20:40:00","669"
"2093","2018-09-13","20:40:00","652"
"2094","2018-09-13","20:40:00","631"
"2095","2018-09-13","20:40:00","603"
"2096","2018-09-13","20:40:00","568"
"2097","2018-09-13","20:40:00","535"
"2098","2018-09-13","20:40:00","500"
"2099","2018-09-13","20:40:00","484"
"2100","2018-09-13","20:40:00","451"
"2101","2018-09-13","20:40:00","428"
"2102","2018-09-13","20:40:00","422"
"2103","2018-09-13","20:40:00","413"
"2104","2018-09-13","20:40:00","416"
"2105","2018-09-13","20:40:00","438"
"2106","2018-09-13","20:40:00","440"
"2107","2018-09-13","20:40:00","424"
"2108","2018-09-13","20:40:00","437"
"2109","2018-09-13","20:40:00","446"
"2110","2018-09-13","20:40:00","473"
"2111","2018-09-13","20:40:00","495"
"2112","2018-09-13","20:40:00","505"
"2113","2018-09-13","20:40:00","518"
"2114","2018-09-13","20:40:00","522"
"2115","2018-09-13","20:40:00","531"
"2116","2018-09-13","20:40:00","526"
"2117","2018-09-13","20:40:00","532"
"2118","2018-09-13","20:40:00","529"
"2119","2018-09-13","20:40:00","535"
"2120","2018-09-13","20:40:00","527"
"2121","2018-09-13","20:40:00","525"
"2122","2018-09-13","20:40:00","522"
"2123","2018-09-13","20:40:00","513"
"2124","2018-09-13","20:40:00","507"
"2125","2018-09-13","20:40:00","500"
"2126","2018-09-13","20:40:00","479"
"2127","2018-09-13","20:40:00","476"
"2128","2018-09-13","20:40:00","479"
"2129","2018-09-13","20:40:00","482"
"2130","2018-09-13","20:40:00","485"
"2131","2018-09-13","20:40:00","488"
"2132","2018-09-13","20:40:00","491"
"2133","2018-09-13","20:40:00","492"
"2134","2018-09-13","20:40:00","528"
"2135","2018-09-13","20:40:00","509"
"2136","2018-09-13","20:40:00","526"
"2137","2018-09-13","20:40:00","542"
"2138","2018-09-13","20:40:00","570"
"2139","2018-09-13","20:40:00","607"
"2140","2018-09-13","20:40:00","682"
"2141","2018-09-13","20:40:00","716"
"2142","2018-09-13","20:40:00","748"
"2143","2018-09-13","20:40:00","766"
"2144","2018-09-13","20:40:00","766"
"2145","2018-09-13","20:40:00","756"
"2146","2018-09-13","20:40:00","746"
"2147","2018-09-13","20:40:00","727"
"2148","2018-09-13","20:40:00","696"
"2149","2018-09-13","20:40:00","664"
"2150","2018-09-13","20:40:00","597"
"2151","2018-09-13","20:40:00","551"
"2152","2018-09-13","20:40:00","528"
"2153","2018-09-13","20:40:00","495"
"2154","2018-09-13","20:40:00","467"
"2155","2018-09-13","20:40:00","446"
"2156","2018-09-13","20:40:00","445"
"2157","2018-09-13","20:40:00","434"
"2158","2018-09-13","20:40:00","437"
"2159","2018-09-13","20:40:00","437"
"2160","2018-09-13","20:40:00","462"
"2161","2018-09-13","20:40:00","483"
"2162","2018-09-13","20:40:00","496"
"2163","2018-09-13","20:40:00","533"
"2164","2018-09-13","20:40:00","530"
"2165","2018-09-13","20:40:00","541"
"2166","2018-09-13","20:40:00","544"
"2167","2018-09-13","20:40:00","553"
"2168","2018-09-13","20:40:00","548"
"2169","2018-09-13","20:40:00","554"
"2170","2018-09-13","20:40:00","541"
"2171","2018-09-13","20:40:00","531"
"2172","2018-09-13","20:40:00","527"
"2173","2018-09-13","20:40:00","512"
"2174","2018-09-13","20:40:00","513"
"2175","2018-09-13","20:40:00","509"
"2176","2018-09-13","20:40:00","512"
"2177","2018-09-13","20:40:00","509"
"2178","2018-09-13","20:40:00","510"
"2179","2018-09-13","20:40:00","507"
"2180","2018-09-13","20:40:00","502"
"2181","2018-09-13","20:40:00","498"
"2182","2018-09-13","20:40:00","485"
"2183","2018-09-13","20:40:00","477"
"2184","2018-09-13","20:40:00","476"
"2185","2018-09-13","20:40:00","468"
"2186","2018-09-13","20:40:00","472"
"2187","2018-09-13","20:40:00","469"
"2188","2018-09-13","20:40:00","472"
"2189","2018-09-13","20:40:00","476"
"2190","2018-09-13","20:40:00","512"
"2191","2018-09-13","20:40:00","545"
"2192","2018-09-13","20:40:00","600"
"2193","2018-09-13","20:40:00","649"
"2194","2018-09-13","20:40:00","692"
"2195","2018-09-13","20:40:00","742"
"2196","2018-09-13","20:40:00","775"
"2197","2018-09-13","20:40:00","801"
"2198","2018-09-13","20:40:00","810"
"2199","2018-09-13","20:40:00","811"
"2200","2018-09-13","20:40:00","776"
"2201","2018-09-13","20:40:00","735"
"2202","2018-09-13","20:40:00","685"
"2203","2018-09-13","20:40:00","642"
"2204","2018-09-13","20:40:00","607"
"2205","2018-09-13","20:40:00","567"
"2206","2018-09-13","20:40:00","538"
"2207","2018-09-13","20:40:00","504"
"2208","2018-09-13","20:40:00","484"
"2209","2018-09-13","20:40:00","459"
"2210","2018-09-13","20:40:00","429"
"2211","2018-09-13","20:40:00","420"
"2212","2018-09-13","20:40:00","420"
"2213","2018-09-13","20:40:00","431"
"2214","2018-09-13","20:40:00","437"
"2215","2018-09-13","20:40:00","455"
"2216","2018-09-13","20:40:00","463"
"2217","2018-09-13","20:40:00","476"
"2218","2018-09-13","20:40:00","487"
"2219","2018-09-13","20:40:00","504"
"2220","2018-09-13","20:40:00","548"
"2221","2018-09-13","20:40:00","554"
"2222","2018-09-13","20:40:00","550"
"2223","2018-09-13","20:40:00","539"
"2224","2018-09-13","20:40:00","534"
"2225","2018-09-13","20:40:00","522"
"2226","2018-09-13","20:40:00","516"
"2227","2018-09-13","20:40:00","505"
"2228","2018-09-13","20:40:00","498"
"2229","2018-09-13","20:40:00","489"
"2230","2018-09-13","20:40:00","466"
"2231","2018-09-13","20:40:00","467"
"2232","2018-09-13","20:40:00","471"
"2233","2018-09-13","20:40:00","473"
