indice,data,horario,POX
"3953","2018-09-13","20:40:00","474"
"3954","2018-09-13","20:40:00","468"
"3955","2018-09-13","20:40:00","463"
"3956","2018-09-13","20:40:00","455"
"3957","2018-09-13","20:40:00","455"
"3958","2018-09-13","20:40:00","459"
"3959","2018-09-13","20:40:00","459"
"3960","2018-09-13","20:40:00","469"
"3961","2018-09-13","20:40:00","473"
"3962","2018-09-13","20:40:00","475"
"3963","2018-09-13","20:40:00","477"
"3964","2018-09-13","20:40:00","479"
"3965","2018-09-13","20:40:00","464"
"3966","2018-09-13","20:40:00","466"
"3967","2018-09-13","20:40:00","472"
"3968","2018-09-13","20:40:00","474"
"3969","2018-09-13","20:40:00","484"
"3970","2018-09-13","20:40:00","487"
"3971","2018-09-13","20:40:00","487"
"3972","2018-09-13","20:40:00","498"
"3973","2018-09-13","20:40:00","509"
"3974","2018-09-13","20:40:00","555"
"3975","2018-09-13","20:40:00","579"
"3976","2018-09-13","20:40:00","619"
"3977","2018-09-13","20:40:00","653"
"3978","2018-09-13","20:40:00","689"
"3979","2018-09-13","20:40:00","709"
"3980","2018-09-13","20:40:00","730"
"3981","2018-09-13","20:40:00","728"
"3982","2018-09-13","20:40:00","713"
"3983","2018-09-13","20:40:00","694"
"3984","2018-09-13","20:40:00","644"
"3985","2018-09-13","20:40:00","618"
"3986","2018-09-13","20:40:00","586"
"3987","2018-09-13","20:40:00","554"
"3988","2018-09-13","20:40:00","514"
"3989","2018-09-13","20:40:00","480"
"3990","2018-09-13","20:40:00","429"
"3991","2018-09-13","20:40:00","406"
"3992","2018-09-13","20:40:00","389"
"3993","2018-09-13","20:40:00","368"
"3994","2018-09-13","20:40:00","358"
"3995","2018-09-13","20:40:00","350"
"3996","2018-09-13","20:40:00","354"
"3997","2018-09-13","20:40:00","363"
"3998","2018-09-13","20:40:00","377"
"3999","2018-09-13","20:40:00","390"
"4000","2018-09-13","20:40:00","429"
"4001","2018-09-13","20:40:00","441"
"4002","2018-09-13","20:40:00","454"
"4003","2018-09-13","20:40:00","503"
"4004","2018-09-13","20:40:00","498"
"4005","2018-09-13","20:40:00","500"
"4006","2018-09-13","20:40:00","497"
"4007","2018-09-13","20:40:00","494"
"4008","2018-09-13","20:40:00","489"
"4009","2018-09-13","20:40:00","479"
"4010","2018-09-13","20:40:00","464"
"4011","2018-09-13","20:40:00","456"
"4012","2018-09-13","20:40:00","451"
"4013","2018-09-13","20:40:00","439"
"4014","2018-09-13","20:40:00","438"
"4015","2018-09-13","20:40:00","438"
"4016","2018-09-13","20:40:00","441"
"4017","2018-09-13","20:40:00","443"
"4018","2018-09-13","20:40:00","448"
"4019","2018-09-13","20:40:00","446"
"4020","2018-09-13","20:40:00","446"
"4021","2018-09-13","20:40:00","447"
"4022","2018-09-13","20:40:00","437"
"4023","2018-09-13","20:40:00","444"
"4024","2018-09-13","20:40:00","456"
"4025","2018-09-13","20:40:00","460"
"4026","2018-09-13","20:40:00","466"
"4027","2018-09-13","20:40:00","469"
"4028","2018-09-13","20:40:00","479"
"4029","2018-09-13","20:40:00","480"
"4030","2018-09-13","20:40:00","489"
"4031","2018-09-13","20:40:00","488"
"4032","2018-09-13","20:40:00","505"
"4033","2018-09-13","20:40:00","499"
"4034","2018-09-13","20:40:00","497"
"4035","2018-09-13","20:40:00","500"
"4036","2018-09-13","20:40:00","494"
"4037","2018-09-13","20:40:00","498"
"4038","2018-09-13","20:40:00","502"
"4039","2018-09-13","20:40:00","516"
"4040","2018-09-13","20:40:00","563"
"4041","2018-09-13","20:40:00","572"
"4042","2018-09-13","20:40:00","599"
"4043","2018-09-13","20:40:00","622"
"4044","2018-09-13","20:40:00","646"
"4045","2018-09-13","20:40:00","654"
"4046","2018-09-13","20:40:00","658"
"4047","2018-09-13","20:40:00","653"
"4048","2018-09-13","20:40:00","642"
"4049","2018-09-13","20:40:00","615"
"4050","2018-09-13","20:40:00","564"
"4051","2018-09-13","20:40:00","539"
"4052","2018-09-13","20:40:00","510"
"4053","2018-09-13","20:40:00","489"
"4054","2018-09-13","20:40:00","465"
"4055","2018-09-13","20:40:00","446"
"4056","2018-09-13","20:40:00","426"
"4057","2018-09-13","20:40:00","416"
"4058","2018-09-13","20:40:00","412"
"4059","2018-09-13","20:40:00","405"
"4060","2018-09-13","20:40:00","391"
"4061","2018-09-13","20:40:00","431"
"4062","2018-09-13","20:40:00","447"
"4063","2018-09-13","20:40:00","459"
"4064","2018-09-13","20:40:00","479"
"4065","2018-09-13","20:40:00","494"
"4066","2018-09-13","20:40:00","508"
"4067","2018-09-13","20:40:00","522"
"4068","2018-09-13","20:40:00","530"
"4069","2018-09-13","20:40:00","535"
"4070","2018-09-13","20:40:00","537"
"4071","2018-09-13","20:40:00","538"
"4072","2018-09-13","20:40:00","539"
"4073","2018-09-13","20:40:00","539"
"4074","2018-09-13","20:40:00","529"
"4075","2018-09-13","20:40:00","520"
"4076","2018-09-13","20:40:00","508"
"4077","2018-09-13","20:40:00","499"
"4078","2018-09-13","20:40:00","494"
"4079","2018-09-13","20:40:00","486"
"4080","2018-09-13","20:40:00","453"
"4081","2018-09-13","20:40:00","453"
"4082","2018-09-13","20:40:00","454"
"4083","2018-09-13","20:40:00","455"
"4084","2018-09-13","20:40:00","456"
"4085","2018-09-13","20:40:00","459"
"4086","2018-09-13","20:40:00","462"
"4087","2018-09-13","20:40:00","463"
"4088","2018-09-13","20:40:00","464"
"4089","2018-09-13","20:40:00","457"
"4090","2018-09-13","20:40:00","488"
"4091","2018-09-13","20:40:00","477"
"4092","2018-09-13","20:40:00","473"
"4093","2018-09-13","20:40:00","466"
"4094","2018-09-13","20:40:00","471"
"4095","2018-09-13","20:40:00","471"
"4096","2018-09-13","20:40:00","482"
"4097","2018-09-13","20:40:00","498"
"4098","2018-09-13","20:40:00","512"
"4099","2018-09-13","20:40:00","525"
"4100","2018-09-13","20:40:00","601"
"4101","2018-09-13","20:40:00","638"
"4102","2018-09-13","20:40:00","665"
"4103","2018-09-13","20:40:00","692"
"4104","2018-09-13","20:40:00","704"
"4105","2018-09-13","20:40:00","716"
"4106","2018-09-13","20:40:00","711"
"4107","2018-09-13","20:40:00","705"
"4108","2018-09-13","20:40:00","670"
"4109","2018-09-13","20:40:00","649"
"4110","2018-09-13","20:40:00","601"
"4111","2018-09-13","20:40:00","567"
"4112","2018-09-13","20:40:00","542"
"4113","2018-09-13","20:40:00","509"
"4114","2018-09-13","20:40:00","481"
"4115","2018-09-13","20:40:00","458"
"4116","2018-09-13","20:40:00","440"
"4117","2018-09-13","20:40:00","416"
"4118","2018-09-13","20:40:00","401"
"4119","2018-09-13","20:40:00","431"
"4120","2018-09-13","20:40:00","437"
"4121","2018-09-13","20:40:00","442"
"4122","2018-09-13","20:40:00","458"
"4123","2018-09-13","20:40:00","472"
"4124","2018-09-13","20:40:00","485"
"4125","2018-09-13","20:40:00","497"
"4126","2018-09-13","20:40:00","506"
"4127","2018-09-13","20:40:00","506"
"4128","2018-09-13","20:40:00","522"
"4129","2018-09-13","20:40:00","530"
"4130","2018-09-13","20:40:00","544"
"4131","2018-09-13","20:40:00","544"
"4132","2018-09-13","20:40:00","539"
"4133","2018-09-13","20:40:00","539"
"4134","2018-09-13","20:40:00","532"
"4135","2018-09-13","20:40:00","522"
"4136","2018-09-13","20:40:00","499"
"4137","2018-09-13","20:40:00","489"
"4138","2018-09-13","20:40:00","480"
"4139","2018-09-13","20:40:00","480"
"4140","2018-09-13","20:40:00","475"
"4141","2018-09-13","20:40:00","469"
"4142","2018-09-13","20:40:00","473"
"4143","2018-09-13","20:40:00","473"
"4144","2018-09-13","20:40:00","471"
"4145","2018-09-13","20:40:00","473"
"4146","2018-09-13","20:40:00","468"
"4147","2018-09-13","20:40:00","474"
"4148","2018-09-13","20:40:00","506"
"4149","2018-09-13","20:40:00","484"
"4150","2018-09-13","20:40:00","472"
"4151","2018-09-13","20:40:00","470"
"4152","2018-09-13","20:40:00","465"
"4153","2018-09-13","20:40:00","471"
"4154","2018-09-13","20:40:00","469"
"4155","2018-09-13","20:40:00","459"
"4156","2018-09-13","20:40:00","475"
"4157","2018-09-13","20:40:00","506"
"4158","2018-09-13","20:40:00","532"
"4159","2018-09-13","20:40:00","573"
"4160","2018-09-13","20:40:00","649"
"4161","2018-09-13","20:40:00","678"
"4162","2018-09-13","20:40:00","706"
"4163","2018-09-13","20:40:00","716"
"4164","2018-09-13","20:40:00","720"
"4165","2018-09-13","20:40:00","707"
"4166","2018-09-13","20:40:00","697"
"4167","2018-09-13","20:40:00","675"
"4168","2018-09-13","20:40:00","653"
"4169","2018-09-13","20:40:00","622"
"4170","2018-09-13","20:40:00","558"
"4171","2018-09-13","20:40:00","528"
"4172","2018-09-13","20:40:00","503"
"4173","2018-09-13","20:40:00","480"
"4174","2018-09-13","20:40:00","440"
"4175","2018-09-13","20:40:00","432"
"4176","2018-09-13","20:40:00","422"
"4177","2018-09-13","20:40:00","443"
"4178","2018-09-13","20:40:00","442"
"4179","2018-09-13","20:40:00","445"
"4180","2018-09-13","20:40:00","456"
"4181","2018-09-13","20:40:00","468"
"4182","2018-09-13","20:40:00","478"
"4183","2018-09-13","20:40:00","494"
"4184","2018-09-13","20:40:00","499"
"4185","2018-09-13","20:40:00","516"
"4186","2018-09-13","20:40:00","526"
"4187","2018-09-13","20:40:00","535"
"4188","2018-09-13","20:40:00","541"
"4189","2018-09-13","20:40:00","545"
"4190","2018-09-13","20:40:00","545"
"4191","2018-09-13","20:40:00","539"
"4192","2018-09-13","20:40:00","534"
"4193","2018-09-13","20:40:00","506"
"4194","2018-09-13","20:40:00","506"
"4195","2018-09-13","20:40:00","504"
"4196","2018-09-13","20:40:00","501"
"4197","2018-09-13","20:40:00","497"
"4198","2018-09-13","20:40:00","497"
"4199","2018-09-13","20:40:00","494"
"4200","2018-09-13","20:40:00","492"
"4201","2018-09-13","20:40:00","498"
"4202","2018-09-13","20:40:00","486"
"4203","2018-09-13","20:40:00","499"
"4204","2018-09-13","20:40:00","497"
"4205","2018-09-13","20:40:00","529"
"4206","2018-09-13","20:40:00","515"
"4207","2018-09-13","20:40:00","506"
"4208","2018-09-13","20:40:00","497"
"4209","2018-09-13","20:40:00","489"
"4210","2018-09-13","20:40:00","473"
"4211","2018-09-13","20:40:00","460"
"4212","2018-09-13","20:40:00","460"
"4213","2018-09-13","20:40:00","477"
"4214","2018-09-13","20:40:00","502"
"4215","2018-09-13","20:40:00","531"
"4216","2018-09-13","20:40:00","577"
"4217","2018-09-13","20:40:00","614"
"4218","2018-09-13","20:40:00","654"
"4219","2018-09-13","20:40:00","688"
"4220","2018-09-13","20:40:00","720"
"4221","2018-09-13","20:40:00","711"
"4222","2018-09-13","20:40:00","705"
"4223","2018-09-13","20:40:00","689"
"4224","2018-09-13","20:40:00","657"
"4225","2018-09-13","20:40:00","631"
"4226","2018-09-13","20:40:00","593"
"4227","2018-09-13","20:40:00","557"
"4228","2018-09-13","20:40:00","528"
"4229","2018-09-13","20:40:00","505"
"4230","2018-09-13","20:40:00","466"
"4231","2018-09-13","20:40:00","439"
"4232","2018-09-13","20:40:00","432"
"4233","2018-09-13","20:40:00","433"
"4234","2018-09-13","20:40:00","464"
"4235","2018-09-13","20:40:00","455"
"4236","2018-09-13","20:40:00","453"
"4237","2018-09-13","20:40:00","455"
"4238","2018-09-13","20:40:00","460"
"4239","2018-09-13","20:40:00","467"
"4240","2018-09-13","20:40:00","473"
"4241","2018-09-13","20:40:00","490"
"4242","2018-09-13","20:40:00","510"
"4243","2018-09-13","20:40:00","523"
"4244","2018-09-13","20:40:00","535"
"4245","2018-09-13","20:40:00","538"
"4246","2018-09-13","20:40:00","540"
"4247","2018-09-13","20:40:00","537"
"4248","2018-09-13","20:40:00","535"
"4249","2018-09-13","20:40:00","529"
"4250","2018-09-13","20:40:00","502"
"4251","2018-09-13","20:40:00","499"
"4252","2018-09-13","20:40:00","492"
"4253","2018-09-13","20:40:00","485"
"4254","2018-09-13","20:40:00","476"
"4255","2018-09-13","20:40:00","471"
"4256","2018-09-13","20:40:00","465"
"4257","2018-09-13","20:40:00","464"
"4258","2018-09-13","20:40:00","454"
"4259","2018-09-13","20:40:00","457"
"4260","2018-09-13","20:40:00","455"
"4261","2018-09-13","20:40:00","452"
"4262","2018-09-13","20:40:00","464"
"4263","2018-09-13","20:40:00","493"
"4264","2018-09-13","20:40:00","494"
"4265","2018-09-13","20:40:00","486"
"4266","2018-09-13","20:40:00","484"
"4267","2018-09-13","20:40:00","475"
"4268","2018-09-13","20:40:00","475"
"4269","2018-09-13","20:40:00","457"
"4270","2018-09-13","20:40:00","455"
"4271","2018-09-13","20:40:00","467"
"4272","2018-09-13","20:40:00","481"
"4273","2018-09-13","20:40:00","508"
"4274","2018-09-13","20:40:00","538"
"4275","2018-09-13","20:40:00","580"
"4276","2018-09-13","20:40:00","620"
"4277","2018-09-13","20:40:00","662"
"4278","2018-09-13","20:40:00","690"
"4279","2018-09-13","20:40:00","708"
"4280","2018-09-13","20:40:00","730"
"4281","2018-09-13","20:40:00","722"
"4282","2018-09-13","20:40:00","702"
"4283","2018-09-13","20:40:00","675"
"4284","2018-09-13","20:40:00","643"
"4285","2018-09-13","20:40:00","599"
"4286","2018-09-13","20:40:00","563"
"4287","2018-09-13","20:40:00","532"
"4288","2018-09-13","20:40:00","489"
"4289","2018-09-13","20:40:00","452"
"4290","2018-09-13","20:40:00","420"
"4291","2018-09-13","20:40:00","410"
"4292","2018-09-13","20:40:00","430"
"4293","2018-09-13","20:40:00","428"
"4294","2018-09-13","20:40:00","430"
"4295","2018-09-13","20:40:00","435"
"4296","2018-09-13","20:40:00","443"
"4297","2018-09-13","20:40:00","454"
"4298","2018-09-13","20:40:00","455"
"4299","2018-09-13","20:40:00","473"
"4300","2018-09-13","20:40:00","501"
"4301","2018-09-13","20:40:00","511"
"4302","2018-09-13","20:40:00","521"
"4303","2018-09-13","20:40:00","531"
"4304","2018-09-13","20:40:00","537"
"4305","2018-09-13","20:40:00","535"
"4306","2018-09-13","20:40:00","531"
"4307","2018-09-13","20:40:00","514"
"4308","2018-09-13","20:40:00","510"
"4309","2018-09-13","20:40:00","504"
"4310","2018-09-13","20:40:00","489"
"4311","2018-09-13","20:40:00","489"
"4312","2018-09-13","20:40:00","484"
"4313","2018-09-13","20:40:00","479"
"4314","2018-09-13","20:40:00","476"
"4315","2018-09-13","20:40:00","478"
"4316","2018-09-13","20:40:00","475"
"4317","2018-09-13","20:40:00","468"
"4318","2018-09-13","20:40:00","475"
"4319","2018-09-13","20:40:00","478"
"4320","2018-09-13","20:40:00","484"
"4321","2018-09-13","20:40:00","509"
"4322","2018-09-13","20:40:00","499"
"4323","2018-09-13","20:40:00","492"
"4324","2018-09-13","20:40:00","480"
"4325","2018-09-13","20:40:00","479"
"4326","2018-09-13","20:40:00","454"
"4327","2018-09-13","20:40:00","456"
"4328","2018-09-13","20:40:00","459"
"4329","2018-09-13","20:40:00","468"
"4330","2018-09-13","20:40:00","508"
"4331","2018-09-13","20:40:00","532"
"4332","2018-09-13","20:40:00","569"
"4333","2018-09-13","20:40:00","599"
"4334","2018-09-13","20:40:00","642"
"4335","2018-09-13","20:40:00","663"
"4336","2018-09-13","20:40:00","692"
"4337","2018-09-13","20:40:00","713"
"4338","2018-09-13","20:40:00","726"
"4339","2018-09-13","20:40:00","719"
"4340","2018-09-13","20:40:00","686"
"4341","2018-09-13","20:40:00","659"
"4342","2018-09-13","20:40:00","625"
"4343","2018-09-13","20:40:00","594"
"4344","2018-09-13","20:40:00","561"
"4345","2018-09-13","20:40:00","511"
"4346","2018-09-13","20:40:00","482"
"4347","2018-09-13","20:40:00","457"
"4348","2018-09-13","20:40:00","442"
"4349","2018-09-13","20:40:00","424"
"4350","2018-09-13","20:40:00","432"
"4351","2018-09-13","20:40:00","436"
"4352","2018-09-13","20:40:00","442"
"4353","2018-09-13","20:40:00","451"
"4354","2018-09-13","20:40:00","450"
"4355","2018-09-13","20:40:00","470"
"4356","2018-09-13","20:40:00","484"
"4357","2018-09-13","20:40:00","504"
"4358","2018-09-13","20:40:00","519"
"4359","2018-09-13","20:40:00","534"
"4360","2018-09-13","20:40:00","541"
"4361","2018-09-13","20:40:00","543"
"4362","2018-09-13","20:40:00","541"
"4363","2018-09-13","20:40:00","529"
"4364","2018-09-13","20:40:00","511"
"4365","2018-09-13","20:40:00","510"
"4366","2018-09-13","20:40:00","507"
"4367","2018-09-13","20:40:00","501"
"4368","2018-09-13","20:40:00","501"
"4369","2018-09-13","20:40:00","496"
"4370","2018-09-13","20:40:00","491"
"4371","2018-09-13","20:40:00","489"
"4372","2018-09-13","20:40:00","485"
"4373","2018-09-13","20:40:00","475"
"4374","2018-09-13","20:40:00","483"
"4375","2018-09-13","20:40:00","488"
"4376","2018-09-13","20:40:00","491"
"4377","2018-09-13","20:40:00","496"
"4378","2018-09-13","20:40:00","497"
"4379","2018-09-13","20:40:00","524"
"4380","2018-09-13","20:40:00","497"
"4381","2018-09-13","20:40:00","490"
"4382","2018-09-13","20:40:00","478"
"4383","2018-09-13","20:40:00","459"
"4384","2018-09-13","20:40:00","461"
"4385","2018-09-13","20:40:00","460"
"4386","2018-09-13","20:40:00","478"
"4387","2018-09-13","20:40:00","493"
"4388","2018-09-13","20:40:00","524"
"4389","2018-09-13","20:40:00","553"
"4390","2018-09-13","20:40:00","626"
"4391","2018-09-13","20:40:00","666"
"4392","2018-09-13","20:40:00","679"
"4393","2018-09-13","20:40:00","708"
"4394","2018-09-13","20:40:00","720"
"4395","2018-09-13","20:40:00","706"
"4396","2018-09-13","20:40:00","695"
"4397","2018-09-13","20:40:00","668"
"4398","2018-09-13","20:40:00","648"
"4399","2018-09-13","20:40:00","612"
"4400","2018-09-13","20:40:00","544"
"4401","2018-09-13","20:40:00","511"
"4402","2018-09-13","20:40:00","482"
"4403","2018-09-13","20:40:00","464"
"4404","2018-09-13","20:40:00","448"
"4405","2018-09-13","20:40:00","443"
"4406","2018-09-13","20:40:00","433"
"4407","2018-09-13","20:40:00","468"
"4408","2018-09-13","20:40:00","455"
"4409","2018-09-13","20:40:00","459"
"4410","2018-09-13","20:40:00","455"
"4411","2018-09-13","20:40:00","467"
"4412","2018-09-13","20:40:00","484"
"4413","2018-09-13","20:40:00","488"
"4414","2018-09-13","20:40:00","495"
"4415","2018-09-13","20:40:00","501"
"4416","2018-09-13","20:40:00","510"
"4417","2018-09-13","20:40:00","511"
"4418","2018-09-13","20:40:00","514"
"4419","2018-09-13","20:40:00","519"
"4420","2018-09-13","20:40:00","498"
"4421","2018-09-13","20:40:00","499"
"4422","2018-09-13","20:40:00","499"
"4423","2018-09-13","20:40:00","494"
"4424","2018-09-13","20:40:00","493"
"4425","2018-09-13","20:40:00","491"
"4426","2018-09-13","20:40:00","487"
"4427","2018-09-13","20:40:00","482"
"4428","2018-09-13","20:40:00","480"
"4429","2018-09-13","20:40:00","481"
"4430","2018-09-13","20:40:00","477"
"4431","2018-09-13","20:40:00","481"
"4432","2018-09-13","20:40:00","484"
"4433","2018-09-13","20:40:00","487"
"4434","2018-09-13","20:40:00","487"
"4435","2018-09-13","20:40:00","489"
"4436","2018-09-13","20:40:00","515"
"4437","2018-09-13","20:40:00","504"
"4438","2018-09-13","20:40:00","491"
"4439","2018-09-13","20:40:00","476"
"4440","2018-09-13","20:40:00","465"
"4441","2018-09-13","20:40:00","466"
"4442","2018-09-13","20:40:00","470"
"4443","2018-09-13","20:40:00","477"
"4444","2018-09-13","20:40:00","488"
"4445","2018-09-13","20:40:00","504"
"4446","2018-09-13","20:40:00","531"
"4447","2018-09-13","20:40:00","561"
"4448","2018-09-13","20:40:00","596"
"4449","2018-09-13","20:40:00","623"
"4450","2018-09-13","20:40:00","702"
"4451","2018-09-13","20:40:00","732"
"4452","2018-09-13","20:40:00","743"
"4453","2018-09-13","20:40:00","746"
"4454","2018-09-13","20:40:00","731"
"4455","2018-09-13","20:40:00","717"
"4456","2018-09-13","20:40:00","690"
"4457","2018-09-13","20:40:00","664"
"4458","2018-09-13","20:40:00","612"
"4459","2018-09-13","20:40:00","581"
"4460","2018-09-13","20:40:00","524"
"4461","2018-09-13","20:40:00","493"
"4462","2018-09-13","20:40:00","473"
"4463","2018-09-13","20:40:00","451"
"4464","2018-09-13","20:40:00","439"
"4465","2018-09-13","20:40:00","449"
"4466","2018-09-13","20:40:00","444"
"4467","2018-09-13","20:40:00","439"
"4468","2018-09-13","20:40:00","432"
"4469","2018-09-13","20:40:00","438"
"4470","2018-09-13","20:40:00","463"
"4471","2018-09-13","20:40:00","479"
"4472","2018-09-13","20:40:00","495"
"4473","2018-09-13","20:40:00","511"
"4474","2018-09-13","20:40:00","526"
"4475","2018-09-13","20:40:00","535"
"4476","2018-09-13","20:40:00","541"
"4477","2018-09-13","20:40:00","531"
"4478","2018-09-13","20:40:00","531"
"4479","2018-09-13","20:40:00","532"
"4480","2018-09-13","20:40:00","532"
"4481","2018-09-13","20:40:00","528"
"4482","2018-09-13","20:40:00","518"
"4483","2018-09-13","20:40:00","516"
"4484","2018-09-13","20:40:00","498"
"4485","2018-09-13","20:40:00","481"
"4486","2018-09-13","20:40:00","466"
"4487","2018-09-13","20:40:00","443"
"4488","2018-09-13","20:40:00","433"
"4489","2018-09-13","20:40:00","422"
"4490","2018-09-13","20:40:00","413"
"4491","2018-09-13","20:40:00","412"
"4492","2018-09-13","20:40:00","421"
"4493","2018-09-13","20:40:00","442"
"4494","2018-09-13","20:40:00","450"
"4495","2018-09-13","20:40:00","445"
"4496","2018-09-13","20:40:00","432"
"4497","2018-09-13","20:40:00","428"
"4498","2018-09-13","20:40:00","431"
"4499","2018-09-13","20:40:00","430"
"4500","2018-09-13","20:40:00","435"
"4501","2018-09-13","20:40:00","435"
"4502","2018-09-13","20:40:00","439"
"4503","2018-09-13","20:40:00","449"
"4504","2018-09-13","20:40:00","463"
"4505","2018-09-13","20:40:00","496"
"4506","2018-09-13","20:40:00","514"
"4507","2018-09-13","20:40:00","563"
"4508","2018-09-13","20:40:00","612"
"4509","2018-09-13","20:40:00","671"
"4510","2018-09-13","20:40:00","732"
"4511","2018-09-13","20:40:00","742"
"4512","2018-09-13","20:40:00","751"
"4513","2018-09-13","20:40:00","738"
"4514","2018-09-13","20:40:00","723"
"4515","2018-09-13","20:40:00","674"
"4516","2018-09-13","20:40:00","641"
"4517","2018-09-13","20:40:00","600"
"4518","2018-09-13","20:40:00","563"
"4519","2018-09-13","20:40:00","514"
"4520","2018-09-13","20:40:00","430"
"4521","2018-09-13","20:40:00","400"
"4522","2018-09-13","20:40:00","402"
"4523","2018-09-13","20:40:00","362"
"4524","2018-09-13","20:40:00","332"
"4525","2018-09-13","20:40:00","309"
"4526","2018-09-13","20:40:00","301"
"4527","2018-09-13","20:40:00","304"
"4528","2018-09-13","20:40:00","311"
"4529","2018-09-13","20:40:00","326"
"4530","2018-09-13","20:40:00","350"
"4531","2018-09-13","20:40:00","359"
"4532","2018-09-13","20:40:00","370"
"4533","2018-09-13","20:40:00","380"
"4534","2018-09-13","20:40:00","371"
"4535","2018-09-13","20:40:00","381"
"4536","2018-09-13","20:40:00","398"
"4537","2018-09-13","20:40:00","407"
"4538","2018-09-13","20:40:00","424"
"4539","2018-09-13","20:40:00","439"
"4540","2018-09-13","20:40:00","479"
"4541","2018-09-13","20:40:00","501"
"4542","2018-09-13","20:40:00","521"
"4543","2018-09-13","20:40:00","535"
"4544","2018-09-13","20:40:00","542"
"4545","2018-09-13","20:40:00","553"
"4546","2018-09-13","20:40:00","566"
"4547","2018-09-13","20:40:00","573"
"4548","2018-09-13","20:40:00","575"
"4549","2018-09-13","20:40:00","574"
"4550","2018-09-13","20:40:00","563"
"4551","2018-09-13","20:40:00","593"
"4552","2018-09-13","20:40:00","564"
"4553","2018-09-13","20:40:00","524"
"4554","2018-09-13","20:40:00","511"
"4555","2018-09-13","20:40:00","495"
"4556","2018-09-13","20:40:00","488"
"4557","2018-09-13","20:40:00","475"
"4558","2018-09-13","20:40:00","469"
"4559","2018-09-13","20:40:00","468"
"4560","2018-09-13","20:40:00","476"
"4561","2018-09-13","20:40:00","477"
"4562","2018-09-13","20:40:00","478"
"4563","2018-09-13","20:40:00","485"
"4564","2018-09-13","20:40:00","503"
"4565","2018-09-13","20:40:00","523"
"4566","2018-09-13","20:40:00","563"
"4567","2018-09-13","20:40:00","603"
"4568","2018-09-13","20:40:00","639"
"4569","2018-09-13","20:40:00","679"
"4570","2018-09-13","20:40:00","748"
"4571","2018-09-13","20:40:00","767"
"4572","2018-09-13","20:40:00","755"
"4573","2018-09-13","20:40:00","748"
"4574","2018-09-13","20:40:00","727"
"4575","2018-09-13","20:40:00","705"
"4576","2018-09-13","20:40:00","669"
"4577","2018-09-13","20:40:00","630"
"4578","2018-09-13","20:40:00","591"
"4579","2018-09-13","20:40:00","554"
"4580","2018-09-13","20:40:00","509"
"4581","2018-09-13","20:40:00","467"
"4582","2018-09-13","20:40:00","453"
"4583","2018-09-13","20:40:00","436"
"4584","2018-09-13","20:40:00","431"
"4585","2018-09-13","20:40:00","424"
"4586","2018-09-13","20:40:00","427"
"4587","2018-09-13","20:40:00","431"
"4588","2018-09-13","20:40:00","442"
"4589","2018-09-13","20:40:00","453"
"4590","2018-09-13","20:40:00","484"
"4591","2018-09-13","20:40:00","479"
"4592","2018-09-13","20:40:00","493"
"4593","2018-09-13","20:40:00","504"
"4594","2018-09-13","20:40:00","510"
"4595","2018-09-13","20:40:00","516"
"4596","2018-09-13","20:40:00","519"
"4597","2018-09-13","20:40:00","520"
"4598","2018-09-13","20:40:00","516"
"4599","2018-09-13","20:40:00","516"
"4600","2018-09-13","20:40:00","495"
"4601","2018-09-13","20:40:00","489"
"4602","2018-09-13","20:40:00","487"
"4603","2018-09-13","20:40:00","483"
"4604","2018-09-13","20:40:00","479"
"4605","2018-09-13","20:40:00","476"
"4606","2018-09-13","20:40:00","471"
"4607","2018-09-13","20:40:00","469"
"4608","2018-09-13","20:40:00","467"
"4609","2018-09-13","20:40:00","465"
"4610","2018-09-13","20:40:00","459"
"4611","2018-09-13","20:40:00","454"
"4612","2018-09-13","20:40:00","450"
"4613","2018-09-13","20:40:00","450"
"4614","2018-09-13","20:40:00","450"
"4615","2018-09-13","20:40:00","453"
"4616","2018-09-13","20:40:00","458"
"4617","2018-09-13","20:40:00","456"
"4618","2018-09-13","20:40:00","460"
"4619","2018-09-13","20:40:00","461"
"4620","2018-09-13","20:40:00","461"
"4621","2018-09-13","20:40:00","467"
"4622","2018-09-13","20:40:00","470"
"4623","2018-09-13","20:40:00","474"
"4624","2018-09-13","20:40:00","476"
"4625","2018-09-13","20:40:00","483"
"4626","2018-09-13","20:40:00","489"
"4627","2018-09-13","20:40:00","505"
"4628","2018-09-13","20:40:00","528"
"4629","2018-09-13","20:40:00","561"
"4630","2018-09-13","20:40:00","639"
"4631","2018-09-13","20:40:00","686"
"4632","2018-09-13","20:40:00","738"
"4633","2018-09-13","20:40:00","763"
"4634","2018-09-13","20:40:00","777"
"4635","2018-09-13","20:40:00","771"
"4636","2018-09-13","20:40:00","754"
"4637","2018-09-13","20:40:00","721"
"4638","2018-09-13","20:40:00","709"
"4639","2018-09-13","20:40:00","652"
"4640","2018-09-13","20:40:00","568"
"4641","2018-09-13","20:40:00","527"
"4642","2018-09-13","20:40:00","487"
"4643","2018-09-13","20:40:00","456"
"4644","2018-09-13","20:40:00","430"
"4645","2018-09-13","20:40:00","411"
"4646","2018-09-13","20:40:00","394"
"4647","2018-09-13","20:40:00","387"
"4648","2018-09-13","20:40:00","374"
"4649","2018-09-13","20:40:00","373"
"4650","2018-09-13","20:40:00","404"
"4651","2018-09-13","20:40:00","422"
