indice, data, horario, GSR
"1","2018-09-13","20:39:00","379"
"2","2018-09-13","20:39:00","374"
"3","2018-09-13","20:39:00","373"
"4","2018-09-13","20:39:00","371"
"5","2018-09-13","20:39:00","371"
"6","2018-09-13","20:39:00","369"
"7","2018-09-13","20:39:00","370"
"8","2018-09-13","20:39:00","368"
"9","2018-09-13","20:39:00","368"
"10","2018-09-13","20:39:00","364"
"11","2018-09-13","20:39:00","366"
"12","2018-09-13","20:39:00","365"
"13","2018-09-13","20:39:00","364"
"14","2018-09-13","20:39:00","365"
"15","2018-09-13","20:39:00","364"
"16","2018-09-13","20:39:00","364"
"17","2018-09-13","20:39:00","364"
"18","2018-09-13","20:39:00","363"
"19","2018-09-13","20:39:00","362"
"20","2018-09-13","20:39:00","363"
"21","2018-09-13","20:39:00","362"
"22","2018-09-13","20:39:00","362"
"23","2018-09-13","20:39:00","361"
"24","2018-09-13","20:39:00","362"
"25","2018-09-13","20:39:00","362"
"26","2018-09-13","20:39:00","362"
"27","2018-09-13","20:39:00","361"
"28","2018-09-13","20:39:00","361"
"29","2018-09-13","20:39:00","361"
"30","2018-09-13","20:39:00","361"
"31","2018-09-13","20:39:00","361"
"32","2018-09-13","20:39:00","361"
"33","2018-09-13","20:39:00","360"
"34","2018-09-13","20:39:00","361"
"35","2018-09-13","20:39:00","360"
"36","2018-09-13","20:39:00","360"
"37","2018-09-13","20:39:00","360"
"38","2018-09-13","20:39:00","361"
"39","2018-09-13","20:39:00","360"
"40","2018-09-13","20:39:00","361"
"41","2018-09-13","20:39:00","360"
"42","2018-09-13","20:39:00","360"
"43","2018-09-13","20:39:00","360"
"44","2018-09-13","20:39:00","361"
"45","2018-09-13","20:39:00","361"
"46","2018-09-13","20:39:00","360"
"47","2018-09-13","20:39:00","361"
"48","2018-09-13","20:39:00","361"
"49","2018-09-13","20:39:00","362"
"50","2018-09-13","20:39:00","362"
"51","2018-09-13","20:39:00","361"
"52","2018-09-13","20:39:00","361"
"53","2018-09-13","20:39:00","361"
"54","2018-09-13","20:39:00","361"
"55","2018-09-13","20:39:00","362"
"56","2018-09-13","20:39:00","363"
"57","2018-09-13","20:39:00","361"
"58","2018-09-13","20:39:00","363"
"59","2018-09-13","20:39:00","363"
"60","2018-09-13","20:39:00","363"
"61","2018-09-13","20:39:00","364"
"62","2018-09-13","20:39:00","363"
"63","2018-09-13","20:39:00","363"
"64","2018-09-13","20:39:00","363"
"65","2018-09-13","20:39:00","363"
"66","2018-09-13","20:39:00","363"
"67","2018-09-13","20:39:00","363"
"68","2018-09-13","20:39:00","363"
"69","2018-09-13","20:39:00","364"
"70","2018-09-13","20:39:00","363"
"71","2018-09-13","20:39:00","363"
"72","2018-09-13","20:39:00","363"
"73","2018-09-13","20:39:00","363"
"74","2018-09-13","20:39:00","363"
"75","2018-09-13","20:39:00","362"
"76","2018-09-13","20:39:00","362"
"77","2018-09-13","20:39:00","363"
"78","2018-09-13","20:39:00","362"
"79","2018-09-13","20:39:00","363"
"80","2018-09-13","20:39:00","362"
"81","2018-09-13","20:39:00","363"
"82","2018-09-13","20:39:00","362"
"83","2018-09-13","20:39:00","363"
"84","2018-09-13","20:39:00","362"
"85","2018-09-13","20:39:00","362"
"86","2018-09-13","20:39:00","362"
"87","2018-09-13","20:39:00","363"
"88","2018-09-13","20:39:00","362"
"89","2018-09-13","20:39:00","363"
"90","2018-09-13","20:39:00","362"
"91","2018-09-13","20:39:00","362"
"92","2018-09-13","20:39:00","362"
"93","2018-09-13","20:39:00","362"
"94","2018-09-13","20:39:00","362"
"95","2018-09-13","20:39:00","363"
"96","2018-09-13","20:39:00","362"
"97","2018-09-13","20:39:00","363"
"98","2018-09-13","20:39:00","363"
"99","2018-09-13","20:39:00","363"
"100","2018-09-13","20:39:00","363"
"101","2018-09-13","20:39:00","364"
"102","2018-09-13","20:39:00","363"
"103","2018-09-13","20:39:00","364"
"104","2018-09-13","20:39:00","363"
"105","2018-09-13","20:39:00","363"
"106","2018-09-13","20:39:00","365"
"107","2018-09-13","20:39:00","364"
"108","2018-09-13","20:39:00","363"
"109","2018-09-13","20:39:00","363"
"110","2018-09-13","20:39:00","363"
"111","2018-09-13","20:39:00","364"
"112","2018-09-13","20:39:00","363"
"113","2018-09-13","20:39:00","363"
"114","2018-09-13","20:39:00","364"
"115","2018-09-13","20:39:00","364"
"116","2018-09-13","20:39:00","363"
"117","2018-09-13","20:39:00","365"
"118","2018-09-13","20:39:00","365"
"119","2018-09-13","20:39:00","364"
"120","2018-09-13","20:39:00","364"
"121","2018-09-13","20:39:00","365"
"122","2018-09-13","20:39:00","364"
"123","2018-09-13","20:39:00","365"
"124","2018-09-13","20:39:00","364"
"125","2018-09-13","20:39:00","366"
"126","2018-09-13","20:39:00","365"
"127","2018-09-13","20:39:00","365"
"128","2018-09-13","20:39:00","364"
"129","2018-09-13","20:39:00","364"
"130","2018-09-13","20:39:00","364"
"131","2018-09-13","20:39:00","364"
"132","2018-09-13","20:39:00","364"
"133","2018-09-13","20:39:00","364"
"134","2018-09-13","20:39:00","365"
"135","2018-09-13","20:39:00","364"
"136","2018-09-13","20:39:00","364"
"137","2018-09-13","20:39:00","365"
"138","2018-09-13","20:39:00","365"
"139","2018-09-13","20:39:00","364"
"140","2018-09-13","20:39:00","363"
"141","2018-09-13","20:39:00","365"
"142","2018-09-13","20:39:00","361"
"143","2018-09-13","20:39:00","364"
"144","2018-09-13","20:39:00","364"
"145","2018-09-13","20:39:00","364"
"146","2018-09-13","20:39:00","363"
"147","2018-09-13","20:39:00","364"
"148","2018-09-13","20:39:00","364"
"149","2018-09-13","20:39:00","364"
"150","2018-09-13","20:39:00","364"
"151","2018-09-13","20:39:00","365"
"152","2018-09-13","20:39:00","364"
"153","2018-09-13","20:39:00","365"
"154","2018-09-13","20:39:00","363"
"155","2018-09-13","20:39:00","365"
"156","2018-09-13","20:39:00","363"
"157","2018-09-13","20:39:00","364"
"158","2018-09-13","20:39:00","364"
"159","2018-09-13","20:39:00","363"
"160","2018-09-13","20:39:00","364"
"161","2018-09-13","20:39:00","364"
"162","2018-09-13","20:39:00","364"
"163","2018-09-13","20:39:00","365"
"164","2018-09-13","20:39:00","364"
"165","2018-09-13","20:39:00","364"
"166","2018-09-13","20:39:00","364"
"167","2018-09-13","20:39:00","364"
"168","2018-09-13","20:39:00","364"
"169","2018-09-13","20:39:00","364"
"170","2018-09-13","20:39:00","364"
"171","2018-09-13","20:39:00","362"
"172","2018-09-13","20:39:00","366"
"173","2018-09-13","20:39:00","365"
"174","2018-09-13","20:39:00","365"
"175","2018-09-13","20:39:00","364"
"176","2018-09-13","20:39:00","366"
"177","2018-09-13","20:39:00","364"
"178","2018-09-13","20:39:00","365"
"179","2018-09-13","20:39:00","365"
"180","2018-09-13","20:39:00","365"
"181","2018-09-13","20:39:00","365"
"182","2018-09-13","20:39:00","365"
"183","2018-09-13","20:39:00","365"
"184","2018-09-13","20:39:00","364"
"185","2018-09-13","20:39:00","366"
"186","2018-09-13","20:39:00","365"
"187","2018-09-13","20:39:00","365"
"188","2018-09-13","20:39:00","365"
"189","2018-09-13","20:39:00","366"
"190","2018-09-13","20:39:00","365"
"191","2018-09-13","20:39:00","367"
"192","2018-09-13","20:39:00","366"
"193","2018-09-13","20:39:00","366"
"194","2018-09-13","20:39:00","366"
"195","2018-09-13","20:39:00","366"
"196","2018-09-13","20:39:00","366"
"197","2018-09-13","20:39:00","365"
"198","2018-09-13","20:39:00","365"
"199","2018-09-13","20:39:00","366"
"200","2018-09-13","20:39:00","366"
"201","2018-09-13","20:39:00","365"
"202","2018-09-13","20:39:00","365"
"203","2018-09-13","20:39:00","364"
"204","2018-09-13","20:39:00","365"
"205","2018-09-13","20:39:00","364"
"206","2018-09-13","20:39:00","366"
"207","2018-09-13","20:39:00","365"
"208","2018-09-13","20:39:00","365"
"209","2018-09-13","20:39:00","365"
"210","2018-09-13","20:39:00","365"
"211","2018-09-13","20:39:00","365"
"212","2018-09-13","20:39:00","366"
"213","2018-09-13","20:39:00","365"
"214","2018-09-13","20:39:00","366"
"215","2018-09-13","20:39:00","365"
"216","2018-09-13","20:39:00","366"
"217","2018-09-13","20:39:00","365"
"218","2018-09-13","20:39:00","366"
"219","2018-09-13","20:39:00","365"
"220","2018-09-13","20:39:00","365"
"221","2018-09-13","20:39:00","365"
"222","2018-09-13","20:39:00","366"
"223","2018-09-13","20:39:00","365"
"224","2018-09-13","20:39:00","366"
"225","2018-09-13","20:39:00","365"
"226","2018-09-13","20:39:00","365"
"227","2018-09-13","20:39:00","365"
"228","2018-09-13","20:39:00","365"
"229","2018-09-13","20:39:00","365"
"230","2018-09-13","20:39:00","365"
"231","2018-09-13","20:39:00","365"
"232","2018-09-13","20:39:00","366"
"233","2018-09-13","20:39:00","365"
"234","2018-09-13","20:39:00","365"
"235","2018-09-13","20:39:00","366"
"236","2018-09-13","20:39:00","365"
"237","2018-09-13","20:39:00","366"
"238","2018-09-13","20:39:00","366"
"239","2018-09-13","20:39:00","366"
"240","2018-09-13","20:39:00","366"
"241","2018-09-13","20:39:00","366"
"242","2018-09-13","20:39:00","366"
"243","2018-09-13","20:39:00","367"
"244","2018-09-13","20:39:00","366"
"245","2018-09-13","20:39:00","366"
"246","2018-09-13","20:39:00","367"
"247","2018-09-13","20:39:00","366"
"248","2018-09-13","20:39:00","366"
"249","2018-09-13","20:39:00","367"
"250","2018-09-13","20:39:00","367"
"251","2018-09-13","20:39:00","365"
"252","2018-09-13","20:39:00","366"
"253","2018-09-13","20:39:00","366"
"254","2018-09-13","20:39:00","365"
"255","2018-09-13","20:39:00","366"
"256","2018-09-13","20:39:00","366"
"257","2018-09-13","20:39:00","366"
"258","2018-09-13","20:39:00","363"
"259","2018-09-13","20:39:00","365"
"260","2018-09-13","20:39:00","366"
"261","2018-09-13","20:39:00","367"
"262","2018-09-13","20:39:00","366"
"263","2018-09-13","20:39:00","366"
"264","2018-09-13","20:39:00","366"
"265","2018-09-13","20:39:00","366"
"266","2018-09-13","20:39:00","366"
"267","2018-09-13","20:39:00","366"
"268","2018-09-13","20:39:00","367"
"269","2018-09-13","20:39:00","367"
"270","2018-09-13","20:39:00","366"
"271","2018-09-13","20:39:00","366"
"272","2018-09-13","20:39:00","366"
"273","2018-09-13","20:39:00","366"
"274","2018-09-13","20:39:00","366"
"275","2018-09-13","20:39:00","367"
"276","2018-09-13","20:39:00","367"
"277","2018-09-13","20:39:00","367"
"278","2018-09-13","20:39:00","367"
"279","2018-09-13","20:39:00","367"
"280","2018-09-13","20:39:00","367"
"281","2018-09-13","20:39:00","366"
"282","2018-09-13","20:39:00","367"
"283","2018-09-13","20:39:00","367"
"284","2018-09-13","20:39:00","366"
"285","2018-09-13","20:39:00","367"
"286","2018-09-13","20:39:00","365"
"287","2018-09-13","20:39:00","367"
"288","2018-09-13","20:39:00","367"
"289","2018-09-13","20:39:00","368"
"290","2018-09-13","20:39:00","368"
"291","2018-09-13","20:39:00","367"
"292","2018-09-13","20:39:00","367"
"293","2018-09-13","20:39:00","368"
"294","2018-09-13","20:39:00","369"
"295","2018-09-13","20:39:00","369"
"296","2018-09-13","20:39:00","368"
"297","2018-09-13","20:39:00","368"
"298","2018-09-13","20:39:00","367"
"299","2018-09-13","20:39:00","368"
"300","2018-09-13","20:39:00","369"
"301","2018-09-13","20:39:00","369"
"302","2018-09-13","20:39:00","368"
"303","2018-09-13","20:39:00","368"
"304","2018-09-13","20:39:00","367"
"305","2018-09-13","20:39:00","368"
"306","2018-09-13","20:39:00","368"
"307","2018-09-13","20:39:00","367"
"308","2018-09-13","20:39:00","367"
"309","2018-09-13","20:39:00","367"
"310","2018-09-13","20:39:00","367"
"311","2018-09-13","20:39:00","367"
"312","2018-09-13","20:39:00","367"
"313","2018-09-13","20:39:00","367"
"314","2018-09-13","20:39:00","368"
"315","2018-09-13","20:39:00","366"
"316","2018-09-13","20:39:00","366"
"317","2018-09-13","20:39:00","367"
"318","2018-09-13","20:39:00","366"
"319","2018-09-13","20:39:00","367"
"320","2018-09-13","20:39:00","367"
"321","2018-09-13","20:39:00","367"
"322","2018-09-13","20:39:00","367"
"323","2018-09-13","20:39:00","367"
"324","2018-09-13","20:39:00","367"
"325","2018-09-13","20:39:00","368"
"326","2018-09-13","20:39:00","367"
"327","2018-09-13","20:39:00","368"
"328","2018-09-13","20:39:00","367"
"329","2018-09-13","20:39:00","368"
"330","2018-09-13","20:39:00","368"
"331","2018-09-13","20:39:00","368"
"332","2018-09-13","20:39:00","367"
"333","2018-09-13","20:39:00","368"
"334","2018-09-13","20:39:00","367"
"335","2018-09-13","20:39:00","368"
"336","2018-09-13","20:39:00","367"
"337","2018-09-13","20:39:00","368"
"338","2018-09-13","20:39:00","367"
"339","2018-09-13","20:39:00","367"
"340","2018-09-13","20:39:00","367"
"341","2018-09-13","20:39:00","368"
"342","2018-09-13","20:39:00","367"
"343","2018-09-13","20:39:00","368"
"344","2018-09-13","20:39:00","367"
"345","2018-09-13","20:39:00","367"
"346","2018-09-13","20:39:00","368"
"347","2018-09-13","20:39:00","367"
"348","2018-09-13","20:39:00","368"
"349","2018-09-13","20:39:00","368"
"350","2018-09-13","20:39:00","368"
"351","2018-09-13","20:39:00","368"
"352","2018-09-13","20:39:00","369"
"353","2018-09-13","20:39:00","369"
"354","2018-09-13","20:39:00","367"
"355","2018-09-13","20:39:00","367"
"356","2018-09-13","20:39:00","367"
"357","2018-09-13","20:39:00","366"
"358","2018-09-13","20:39:00","366"
"359","2018-09-13","20:39:00","367"
"360","2018-09-13","20:39:00","366"
"361","2018-09-13","20:39:00","366"
"362","2018-09-13","20:39:00","365"
"363","2018-09-13","20:39:00","365"
"364","2018-09-13","20:39:00","365"
"365","2018-09-13","20:39:00","365"
"366","2018-09-13","20:39:00","365"
"367","2018-09-13","20:39:00","364"
"368","2018-09-13","20:39:00","365"
"369","2018-09-13","20:39:00","364"
"370","2018-09-13","20:39:00","363"
"371","2018-09-13","20:39:00","363"
"372","2018-09-13","20:39:00","360"
"373","2018-09-13","20:39:00","362"
"374","2018-09-13","20:39:00","362"
"375","2018-09-13","20:39:00","361"
"376","2018-09-13","20:39:00","360"
"377","2018-09-13","20:39:00","360"
"378","2018-09-13","20:39:00","360"
"379","2018-09-13","20:39:00","359"
"380","2018-09-13","20:39:00","359"
"381","2018-09-13","20:39:00","357"
"382","2018-09-13","20:39:00","358"
"383","2018-09-13","20:39:00","357"
"384","2018-09-13","20:39:00","357"
"385","2018-09-13","20:39:00","356"
"386","2018-09-13","20:39:00","357"
"387","2018-09-13","20:39:00","356"
"388","2018-09-13","20:39:00","356"
"389","2018-09-13","20:39:00","355"
"390","2018-09-13","20:39:00","355"
"391","2018-09-13","20:39:00","355"
"392","2018-09-13","20:39:00","354"
"393","2018-09-13","20:39:00","353"
"394","2018-09-13","20:39:00","353"
"395","2018-09-13","20:39:00","353"
"396","2018-09-13","20:39:00","354"
"397","2018-09-13","20:39:00","353"
"398","2018-09-13","20:39:00","353"
"399","2018-09-13","20:39:00","352"
"400","2018-09-13","20:39:00","352"
"401","2018-09-13","20:39:00","350"
"402","2018-09-13","20:39:00","351"
"403","2018-09-13","20:39:00","352"
"404","2018-09-13","20:39:00","352"
"405","2018-09-13","20:39:00","352"
"406","2018-09-13","20:39:00","352"
"407","2018-09-13","20:39:00","351"
"408","2018-09-13","20:39:00","352"
"409","2018-09-13","20:39:00","352"
"410","2018-09-13","20:39:00","352"
"411","2018-09-13","20:39:00","351"
"412","2018-09-13","20:39:00","351"
"413","2018-09-13","20:39:00","351"
"414","2018-09-13","20:39:00","350"
"415","2018-09-13","20:39:00","351"
"416","2018-09-13","20:39:00","350"
"417","2018-09-13","20:39:00","351"
"418","2018-09-13","20:39:00","351"
"419","2018-09-13","20:39:00","351"
"420","2018-09-13","20:39:00","351"
"421","2018-09-13","20:39:00","351"
"422","2018-09-13","20:39:00","351"
"423","2018-09-13","20:39:00","351"
"424","2018-09-13","20:39:00","351"
"425","2018-09-13","20:39:00","351"
"426","2018-09-13","20:39:00","351"
"427","2018-09-13","20:39:00","352"
"428","2018-09-13","20:39:00","352"
"429","2018-09-13","20:39:00","351"
"430","2018-09-13","20:39:00","352"
"431","2018-09-13","20:39:00","351"
"432","2018-09-13","20:39:00","352"
"433","2018-09-13","20:39:00","351"
"434","2018-09-13","20:39:00","352"
"435","2018-09-13","20:39:00","351"
"436","2018-09-13","20:39:00","351"
"437","2018-09-13","20:39:00","351"
"438","2018-09-13","20:39:00","351"
"439","2018-09-13","20:39:00","352"
"440","2018-09-13","20:39:00","351"
"441","2018-09-13","20:39:00","351"
"442","2018-09-13","20:39:00","351"
"443","2018-09-13","20:39:00","352"
"444","2018-09-13","20:39:00","351"
"445","2018-09-13","20:39:00","352"
"446","2018-09-13","20:39:00","351"
"447","2018-09-13","20:39:00","352"
"448","2018-09-13","20:39:00","351"
"449","2018-09-13","20:39:00","352"
"450","2018-09-13","20:39:00","352"
"451","2018-09-13","20:39:00","351"
"452","2018-09-13","20:39:00","351"
"453","2018-09-13","20:39:00","353"
"454","2018-09-13","20:39:00","353"
"455","2018-09-13","20:39:00","352"
"456","2018-09-13","20:39:00","353"
"457","2018-09-13","20:39:00","352"
"458","2018-09-13","20:39:00","353"
"459","2018-09-13","20:39:00","350"
"460","2018-09-13","20:39:00","352"
"461","2018-09-13","20:39:00","351"
"462","2018-09-13","20:39:00","352"
"463","2018-09-13","20:39:00","351"
"464","2018-09-13","20:39:00","353"
"465","2018-09-13","20:39:00","352"
"466","2018-09-13","20:39:00","352"
"467","2018-09-13","20:39:00","352"
"468","2018-09-13","20:39:00","352"
"469","2018-09-13","20:39:00","352"
"470","2018-09-13","20:39:00","350"
"471","2018-09-13","20:39:00","352"
"472","2018-09-13","20:39:00","351"
"473","2018-09-13","20:39:00","351"
"474","2018-09-13","20:39:00","352"
"475","2018-09-13","20:39:00","351"
"476","2018-09-13","20:39:00","350"
"477","2018-09-13","20:39:00","351"
"478","2018-09-13","20:39:00","351"
"479","2018-09-13","20:39:00","351"
"480","2018-09-13","20:39:00","351"
"481","2018-09-13","20:39:00","351"
"482","2018-09-13","20:39:00","351"
"483","2018-09-13","20:39:00","351"
"484","2018-09-13","20:39:00","351"
"485","2018-09-13","20:39:00","351"
"486","2018-09-13","20:39:00","351"
"487","2018-09-13","20:39:00","351"
"488","2018-09-13","20:39:00","348"
"489","2018-09-13","20:39:00","350"
"490","2018-09-13","20:39:00","350"
"491","2018-09-13","20:39:00","351"
"492","2018-09-13","20:39:00","350"
"493","2018-09-13","20:39:00","350"
"494","2018-09-13","20:39:00","350"
"495","2018-09-13","20:39:00","350"
"496","2018-09-13","20:39:00","350"
"497","2018-09-13","20:39:00","350"
"498","2018-09-13","20:39:00","351"
"499","2018-09-13","20:39:00","350"
"500","2018-09-13","20:39:00","350"
"501","2018-09-13","20:39:00","350"
"502","2018-09-13","20:39:00","350"
"503","2018-09-13","20:39:00","350"
"504","2018-09-13","20:39:00","351"
"505","2018-09-13","20:39:00","350"
"506","2018-09-13","20:39:00","351"
"507","2018-09-13","20:39:00","349"
"508","2018-09-13","20:39:00","350"
"509","2018-09-13","20:39:00","349"
"510","2018-09-13","20:39:00","350"
"511","2018-09-13","20:39:00","350"
"512","2018-09-13","20:39:00","350"
"513","2018-09-13","20:39:00","350"
"514","2018-09-13","20:39:00","349"
"515","2018-09-13","20:39:00","349"
"516","2018-09-13","20:39:00","349"
"517","2018-09-13","20:39:00","348"
"518","2018-09-13","20:39:00","349"
"519","2018-09-13","20:39:00","349"
"520","2018-09-13","20:39:00","348"
"521","2018-09-13","20:39:00","348"
"522","2018-09-13","20:39:00","348"
"523","2018-09-13","20:39:00","348"
"524","2018-09-13","20:39:00","347"
"525","2018-09-13","20:39:00","346"
"526","2018-09-13","20:39:00","347"
"527","2018-09-13","20:39:00","348"
"528","2018-09-13","20:39:00","347"
"529","2018-09-13","20:39:00","347"
"530","2018-09-13","20:39:00","347"
"531","2018-09-13","20:39:00","345"
"532","2018-09-13","20:39:00","346"
"533","2018-09-13","20:39:00","346"
"534","2018-09-13","20:39:00","345"
"535","2018-09-13","20:39:00","345"
"536","2018-09-13","20:39:00","344"
"537","2018-09-13","20:39:00","344"
"538","2018-09-13","20:39:00","344"
"539","2018-09-13","20:39:00","343"
"540","2018-09-13","20:39:00","344"
"541","2018-09-13","20:39:00","344"
"542","2018-09-13","20:39:00","344"
"543","2018-09-13","20:39:00","343"
"544","2018-09-13","20:39:00","344"
"545","2018-09-13","20:39:00","343"
"546","2018-09-13","20:39:00","343"
"547","2018-09-13","20:39:00","343"
"548","2018-09-13","20:39:00","344"
"549","2018-09-13","20:39:00","343"
"550","2018-09-13","20:39:00","342"
"551","2018-09-13","20:39:00","343"
"552","2018-09-13","20:39:00","343"
"553","2018-09-13","20:39:00","342"
"554","2018-09-13","20:39:00","343"
"555","2018-09-13","20:39:00","343"
"556","2018-09-13","20:39:00","344"
"557","2018-09-13","20:39:00","343"
"558","2018-09-13","20:39:00","343"
"559","2018-09-13","20:39:00","343"
"560","2018-09-13","20:39:00","343"
"561","2018-09-13","20:39:00","344"
"562","2018-09-13","20:39:00","343"
"563","2018-09-13","20:39:00","342"
"564","2018-09-13","20:39:00","343"
"565","2018-09-13","20:39:00","343"
"566","2018-09-13","20:39:00","343"
"567","2018-09-13","20:39:00","343"
"568","2018-09-13","20:39:00","343"
"569","2018-09-13","20:39:00","343"
"570","2018-09-13","20:39:00","343"
"571","2018-09-13","20:39:00","343"
"572","2018-09-13","20:39:00","342"
"573","2018-09-13","20:39:00","342"
"574","2018-09-13","20:39:00","342"
"575","2018-09-13","20:39:00","342"
"576","2018-09-13","20:39:00","343"
"577","2018-09-13","20:39:00","342"
"578","2018-09-13","20:39:00","343"
"579","2018-09-13","20:39:00","342"
"580","2018-09-13","20:39:00","342"
"581","2018-09-13","20:39:00","343"
"582","2018-09-13","20:39:00","343"
"583","2018-09-13","20:39:00","343"
"584","2018-09-13","20:39:00","343"
"585","2018-09-13","20:39:00","342"
"586","2018-09-13","20:39:00","342"
"587","2018-09-13","20:39:00","343"
"588","2018-09-13","20:39:00","342"
"589","2018-09-13","20:39:00","342"
"590","2018-09-13","20:39:00","341"
"591","2018-09-13","20:39:00","342"
"592","2018-09-13","20:39:00","340"
"593","2018-09-13","20:39:00","341"
"594","2018-09-13","20:39:00","341"
"595","2018-09-13","20:39:00","341"
"596","2018-09-13","20:39:00","341"
"597","2018-09-13","20:39:00","341"
"598","2018-09-13","20:39:00","340"
"599","2018-09-13","20:39:00","341"
"600","2018-09-13","20:39:00","340"
"601","2018-09-13","20:39:00","341"
"602","2018-09-13","20:39:00","340"
"603","2018-09-13","20:39:00","340"
"604","2018-09-13","20:39:00","340"
"605","2018-09-13","20:39:00","340"
"606","2018-09-13","20:39:00","340"
"607","2018-09-13","20:39:00","340"
"608","2018-09-13","20:39:00","340"
"609","2018-09-13","20:39:00","341"
"610","2018-09-13","20:39:00","340"
"611","2018-09-13","20:39:00","339"
"612","2018-09-13","20:39:00","339"
"613","2018-09-13","20:39:00","340"
"614","2018-09-13","20:39:00","339"
"615","2018-09-13","20:39:00","341"
"616","2018-09-13","20:39:00","339"
"617","2018-09-13","20:39:00","340"
"618","2018-09-13","20:39:00","340"
"619","2018-09-13","20:39:00","339"
"620","2018-09-13","20:39:00","340"
"621","2018-09-13","20:39:00","340"
"622","2018-09-13","20:39:00","339"
"623","2018-09-13","20:39:00","340"
"624","2018-09-13","20:39:00","339"
"625","2018-09-13","20:39:00","339"
"626","2018-09-13","20:39:00","339"
"627","2018-09-13","20:39:00","339"
"628","2018-09-13","20:39:00","339"
"629","2018-09-13","20:39:00","338"
"630","2018-09-13","20:39:00","338"
"631","2018-09-13","20:39:00","339"
"632","2018-09-13","20:39:00","336"
"633","2018-09-13","20:39:00","340"
"634","2018-09-13","20:39:00","339"
"635","2018-09-13","20:39:00","338"
"636","2018-09-13","20:39:00","338"
"637","2018-09-13","20:39:00","338"
"638","2018-09-13","20:39:00","339"
"639","2018-09-13","20:39:00","338"
"640","2018-09-13","20:39:00","338"
"641","2018-09-13","20:39:00","338"
"642","2018-09-13","20:39:00","337"
"643","2018-09-13","20:39:00","338"
"644","2018-09-13","20:39:00","337"
"645","2018-09-13","20:39:00","339"
"646","2018-09-13","20:39:00","338"
"647","2018-09-13","20:39:00","337"
"648","2018-09-13","20:39:00","338"
"649","2018-09-13","20:39:00","339"
"650","2018-09-13","20:39:00","338"
"651","2018-09-13","20:39:00","337"
"652","2018-09-13","20:39:00","337"
"653","2018-09-13","20:39:00","338"
"654","2018-09-13","20:39:00","337"
"655","2018-09-13","20:39:00","337"
"656","2018-09-13","20:39:00","338"
"657","2018-09-13","20:39:00","336"
"658","2018-09-13","20:39:00","338"
"659","2018-09-13","20:39:00","337"
"660","2018-09-13","20:39:00","338"
"661","2018-09-13","20:39:00","338"
"662","2018-09-13","20:39:00","336"
"663","2018-09-13","20:39:00","337"
"664","2018-09-13","20:39:00","336"
"665","2018-09-13","20:39:00","335"
"666","2018-09-13","20:39:00","335"
"667","2018-09-13","20:39:00","335"
"668","2018-09-13","20:39:00","335"
"669","2018-09-13","20:39:00","334"
"670","2018-09-13","20:39:00","332"
"671","2018-09-13","20:39:00","333"
"672","2018-09-13","20:39:00","331"
"673","2018-09-13","20:39:00","331"
"674","2018-09-13","20:39:00","331"
"675","2018-09-13","20:39:00","331"
"676","2018-09-13","20:39:00","330"
"677","2018-09-13","20:39:00","330"
"678","2018-09-13","20:39:00","330"
"679","2018-09-13","20:39:00","329"
"680","2018-09-13","20:39:00","330"
"681","2018-09-13","20:39:00","331"
"682","2018-09-13","20:39:00","333"
"683","2018-09-13","20:39:00","333"
"684","2018-09-13","20:39:00","335"
"685","2018-09-13","20:39:00","335"
"686","2018-09-13","20:39:00","334"
"687","2018-09-13","20:39:00","335"
"688","2018-09-13","20:39:00","336"
"689","2018-09-13","20:39:00","336"
"690","2018-09-13","20:39:00","338"
"691","2018-09-13","20:39:00","338"
"692","2018-09-13","20:39:00","338"
"693","2018-09-13","20:39:00","338"
"694","2018-09-13","20:39:00","339"
"695","2018-09-13","20:39:00","340"
"696","2018-09-13","20:39:00","339"
"697","2018-09-13","20:39:00","340"
"698","2018-09-13","20:39:00","340"
"699","2018-09-13","20:39:00","340"
"700","2018-09-13","20:39:00","340"
"701","2018-09-13","20:39:00","340"
"702","2018-09-13","20:39:00","341"
"703","2018-09-13","20:39:00","341"
"704","2018-09-13","20:39:00","340"
"705","2018-09-13","20:39:00","341"
"706","2018-09-13","20:39:00","341"
"707","2018-09-13","20:39:00","341"
"708","2018-09-13","20:39:00","341"
"709","2018-09-13","20:39:00","341"
"710","2018-09-13","20:39:00","340"
"711","2018-09-13","20:39:00","341"
"712","2018-09-13","20:39:00","342"
"713","2018-09-13","20:39:00","341"
"714","2018-09-13","20:39:00","342"
"715","2018-09-13","20:39:00","342"
"716","2018-09-13","20:39:00","341"
"717","2018-09-13","20:39:00","342"
"718","2018-09-13","20:39:00","342"
"719","2018-09-13","20:39:00","342"
"720","2018-09-13","20:39:00","342"
"721","2018-09-13","20:39:00","342"
"722","2018-09-13","20:39:00","343"
"723","2018-09-13","20:39:00","342"
"724","2018-09-13","20:39:00","343"
"725","2018-09-13","20:39:00","343"
"726","2018-09-13","20:39:00","343"
"727","2018-09-13","20:39:00","343"
"728","2018-09-13","20:39:00","342"
"729","2018-09-13","20:39:00","343"
"730","2018-09-13","20:39:00","343"
"731","2018-09-13","20:39:00","343"
"732","2018-09-13","20:39:00","343"
"733","2018-09-13","20:39:00","343"
"734","2018-09-13","20:39:00","343"
"735","2018-09-13","20:39:00","343"
"736","2018-09-13","20:39:00","342"
