indice, data, horario, GSR
"2336","2018-09-13","20:40:00","318"
"2337","2018-09-13","20:40:00","317"
"2338","2018-09-13","20:40:00","318"
"2339","2018-09-13","20:40:00","317"
"2340","2018-09-13","20:40:00","318"
"2341","2018-09-13","20:40:00","317"
"2342","2018-09-13","20:40:00","318"
"2343","2018-09-13","20:40:00","317"
"2344","2018-09-13","20:40:00","317"
"2345","2018-09-13","20:40:00","318"
"2346","2018-09-13","20:40:00","317"
"2347","2018-09-13","20:40:00","317"
"2348","2018-09-13","20:40:00","317"
"2349","2018-09-13","20:40:00","318"
"2350","2018-09-13","20:40:00","317"
"2351","2018-09-13","20:40:00","317"
"2352","2018-09-13","20:40:00","317"
"2353","2018-09-13","20:40:00","317"
"2354","2018-09-13","20:40:00","318"
"2355","2018-09-13","20:40:00","317"
"2356","2018-09-13","20:40:00","317"
"2357","2018-09-13","20:40:00","317"
"2358","2018-09-13","20:40:00","317"
"2359","2018-09-13","20:40:00","317"
"2360","2018-09-13","20:40:00","317"
"2361","2018-09-13","20:40:00","317"
"2362","2018-09-13","20:40:00","316"
"2363","2018-09-13","20:40:00","316"
"2364","2018-09-13","20:40:00","317"
"2365","2018-09-13","20:40:00","317"
"2366","2018-09-13","20:40:00","316"
"2367","2018-09-13","20:40:00","317"
"2368","2018-09-13","20:40:00","316"
"2369","2018-09-13","20:40:00","316"
"2370","2018-09-13","20:40:00","316"
"2371","2018-09-13","20:40:00","317"
"2372","2018-09-13","20:40:00","317"
"2373","2018-09-13","20:40:00","317"
"2374","2018-09-13","20:40:00","317"
"2375","2018-09-13","20:40:00","317"
"2376","2018-09-13","20:40:00","316"
"2377","2018-09-13","20:40:00","316"
"2378","2018-09-13","20:40:00","316"
"2379","2018-09-13","20:40:00","316"
"2380","2018-09-13","20:40:00","316"
"2381","2018-09-13","20:40:00","317"
"2382","2018-09-13","20:40:00","316"
"2383","2018-09-13","20:40:00","317"
"2384","2018-09-13","20:40:00","316"
"2385","2018-09-13","20:40:00","316"
"2386","2018-09-13","20:40:00","317"
"2387","2018-09-13","20:40:00","318"
"2388","2018-09-13","20:40:00","317"
"2389","2018-09-13","20:40:00","317"
"2390","2018-09-13","20:40:00","318"
"2391","2018-09-13","20:40:00","317"
"2392","2018-09-13","20:40:00","318"
"2393","2018-09-13","20:40:00","315"
"2394","2018-09-13","20:40:00","318"
"2395","2018-09-13","20:40:00","318"
"2396","2018-09-13","20:40:00","317"
"2397","2018-09-13","20:40:00","317"
"2398","2018-09-13","20:40:00","317"
"2399","2018-09-13","20:40:00","317"
"2400","2018-09-13","20:40:00","316"
"2401","2018-09-13","20:40:00","318"
"2402","2018-09-13","20:40:00","317"
"2403","2018-09-13","20:40:00","316"
"2404","2018-09-13","20:40:00","317"
"2405","2018-09-13","20:40:00","317"
"2406","2018-09-13","20:40:00","316"
"2407","2018-09-13","20:40:00","317"
"2408","2018-09-13","20:40:00","316"
"2409","2018-09-13","20:40:00","317"
"2410","2018-09-13","20:40:00","317"
"2411","2018-09-13","20:40:00","318"
"2412","2018-09-13","20:40:00","317"
"2413","2018-09-13","20:40:00","317"
"2414","2018-09-13","20:40:00","317"
"2415","2018-09-13","20:40:00","317"
"2416","2018-09-13","20:40:00","316"
"2417","2018-09-13","20:40:00","316"
"2418","2018-09-13","20:40:00","316"
"2419","2018-09-13","20:40:00","317"
"2420","2018-09-13","20:40:00","316"
"2421","2018-09-13","20:40:00","317"
"2422","2018-09-13","20:40:00","315"
"2423","2018-09-13","20:40:00","317"
"2424","2018-09-13","20:40:00","317"
"2425","2018-09-13","20:40:00","317"
"2426","2018-09-13","20:40:00","317"
"2427","2018-09-13","20:40:00","317"
"2428","2018-09-13","20:40:00","317"
"2429","2018-09-13","20:40:00","317"
"2430","2018-09-13","20:40:00","318"
"2431","2018-09-13","20:40:00","317"
"2432","2018-09-13","20:40:00","318"
"2433","2018-09-13","20:40:00","318"
"2434","2018-09-13","20:40:00","317"
"2435","2018-09-13","20:40:00","318"
"2436","2018-09-13","20:40:00","317"
"2437","2018-09-13","20:40:00","318"
"2438","2018-09-13","20:40:00","318"
"2439","2018-09-13","20:40:00","318"
"2440","2018-09-13","20:40:00","318"
"2441","2018-09-13","20:40:00","319"
"2442","2018-09-13","20:40:00","318"
"2443","2018-09-13","20:40:00","318"
"2444","2018-09-13","20:40:00","318"
"2445","2018-09-13","20:40:00","318"
"2446","2018-09-13","20:40:00","318"
"2447","2018-09-13","20:40:00","318"
"2448","2018-09-13","20:40:00","318"
"2449","2018-09-13","20:40:00","318"
"2450","2018-09-13","20:40:00","318"
"2451","2018-09-13","20:40:00","319"
"2452","2018-09-13","20:40:00","317"
"2453","2018-09-13","20:40:00","319"
"2454","2018-09-13","20:40:00","318"
"2455","2018-09-13","20:40:00","318"
"2456","2018-09-13","20:40:00","319"
"2457","2018-09-13","20:40:00","318"
"2458","2018-09-13","20:40:00","319"
"2459","2018-09-13","20:40:00","318"
"2460","2018-09-13","20:40:00","319"
"2461","2018-09-13","20:40:00","318"
"2462","2018-09-13","20:40:00","318"
"2463","2018-09-13","20:40:00","319"
"2464","2018-09-13","20:40:00","318"
"2465","2018-09-13","20:40:00","318"
"2466","2018-09-13","20:40:00","318"
"2467","2018-09-13","20:40:00","318"
"2468","2018-09-13","20:40:00","319"
"2469","2018-09-13","20:40:00","316"
"2470","2018-09-13","20:40:00","319"
"2471","2018-09-13","20:40:00","318"
"2472","2018-09-13","20:40:00","319"
"2473","2018-09-13","20:40:00","319"
"2474","2018-09-13","20:40:00","318"
"2475","2018-09-13","20:40:00","319"
"2476","2018-09-13","20:40:00","318"
"2477","2018-09-13","20:40:00","318"
"2478","2018-09-13","20:40:00","318"
"2479","2018-09-13","20:40:00","319"
"2480","2018-09-13","20:40:00","318"
"2481","2018-09-13","20:40:00","318"
"2482","2018-09-13","20:40:00","319"
"2483","2018-09-13","20:40:00","319"
"2484","2018-09-13","20:40:00","318"
"2485","2018-09-13","20:40:00","318"
"2486","2018-09-13","20:40:00","319"
"2487","2018-09-13","20:40:00","319"
"2488","2018-09-13","20:40:00","319"
"2489","2018-09-13","20:40:00","318"
"2490","2018-09-13","20:40:00","319"
"2491","2018-09-13","20:40:00","319"
"2492","2018-09-13","20:40:00","320"
"2493","2018-09-13","20:40:00","319"
"2494","2018-09-13","20:40:00","319"
"2495","2018-09-13","20:40:00","319"
"2496","2018-09-13","20:40:00","319"
"2497","2018-09-13","20:40:00","319"
"2498","2018-09-13","20:40:00","319"
"2499","2018-09-13","20:40:00","319"
"2500","2018-09-13","20:40:00","319"
"2501","2018-09-13","20:40:00","319"
"2502","2018-09-13","20:40:00","319"
"2503","2018-09-13","20:40:00","318"
"2504","2018-09-13","20:40:00","318"
"2505","2018-09-13","20:40:00","318"
"2506","2018-09-13","20:40:00","314"
"2507","2018-09-13","20:40:00","319"
"2508","2018-09-13","20:40:00","318"
"2509","2018-09-13","20:40:00","318"
"2510","2018-09-13","20:40:00","318"
"2511","2018-09-13","20:40:00","317"
"2512","2018-09-13","20:40:00","318"
"2513","2018-09-13","20:40:00","317"
"2514","2018-09-13","20:40:00","317"
"2515","2018-09-13","20:40:00","317"
"2516","2018-09-13","20:40:00","316"
"2517","2018-09-13","20:40:00","316"
"2518","2018-09-13","20:40:00","315"
"2519","2018-09-13","20:40:00","313"
"2520","2018-09-13","20:40:00","311"
"2521","2018-09-13","20:40:00","308"
"2522","2018-09-13","20:40:00","305"
"2523","2018-09-13","20:40:00","299"
"2524","2018-09-13","20:40:00","293"
"2525","2018-09-13","20:40:00","289"
"2526","2018-09-13","20:40:00","284"
"2527","2018-09-13","20:40:00","281"
"2528","2018-09-13","20:40:00","277"
"2529","2018-09-13","20:40:00","273"
"2530","2018-09-13","20:40:00","268"
"2531","2018-09-13","20:40:00","265"
"2532","2018-09-13","20:40:00","264"
"2533","2018-09-13","20:40:00","261"
"2534","2018-09-13","20:40:00","260"
"2535","2018-09-13","20:40:00","256"
"2536","2018-09-13","20:40:00","256"
"2537","2018-09-13","20:40:00","255"
"2538","2018-09-13","20:40:00","254"
"2539","2018-09-13","20:40:00","252"
"2540","2018-09-13","20:40:00","253"
"2541","2018-09-13","20:40:00","257"
"2542","2018-09-13","20:40:00","261"
"2543","2018-09-13","20:40:00","266"
"2544","2018-09-13","20:40:00","271"
"2545","2018-09-13","20:40:00","275"
"2546","2018-09-13","20:40:00","278"
"2547","2018-09-13","20:40:00","282"
"2548","2018-09-13","20:40:00","285"
"2549","2018-09-13","20:40:00","288"
"2550","2018-09-13","20:40:00","293"
"2551","2018-09-13","20:40:00","295"
"2552","2018-09-13","20:40:00","297"
"2553","2018-09-13","20:40:00","298"
"2554","2018-09-13","20:40:00","299"
"2555","2018-09-13","20:40:00","302"
"2556","2018-09-13","20:40:00","303"
"2557","2018-09-13","20:40:00","305"
"2558","2018-09-13","20:40:00","306"
"2559","2018-09-13","20:40:00","307"
"2560","2018-09-13","20:40:00","309"
"2561","2018-09-13","20:40:00","309"
"2562","2018-09-13","20:40:00","310"
"2563","2018-09-13","20:40:00","311"
"2564","2018-09-13","20:40:00","312"
"2565","2018-09-13","20:40:00","312"
"2566","2018-09-13","20:40:00","313"
"2567","2018-09-13","20:40:00","314"
"2568","2018-09-13","20:40:00","314"
"2569","2018-09-13","20:40:00","314"
"2570","2018-09-13","20:40:00","315"
"2571","2018-09-13","20:40:00","315"
"2572","2018-09-13","20:40:00","316"
"2573","2018-09-13","20:40:00","316"
"2574","2018-09-13","20:40:00","317"
"2575","2018-09-13","20:40:00","317"
"2576","2018-09-13","20:40:00","317"
"2577","2018-09-13","20:40:00","318"
"2578","2018-09-13","20:40:00","317"
"2579","2018-09-13","20:40:00","318"
"2580","2018-09-13","20:40:00","318"
"2581","2018-09-13","20:40:00","318"
"2582","2018-09-13","20:40:00","318"
"2583","2018-09-13","20:40:00","318"
"2584","2018-09-13","20:40:00","318"
"2585","2018-09-13","20:40:00","318"
"2586","2018-09-13","20:40:00","319"
"2587","2018-09-13","20:40:00","319"
"2588","2018-09-13","20:40:00","319"
"2589","2018-09-13","20:40:00","319"
"2590","2018-09-13","20:40:00","319"
"2591","2018-09-13","20:40:00","319"
"2592","2018-09-13","20:40:00","319"
"2593","2018-09-13","20:40:00","319"
"2594","2018-09-13","20:40:00","320"
"2595","2018-09-13","20:40:00","319"
"2596","2018-09-13","20:40:00","320"
"2597","2018-09-13","20:40:00","319"
"2598","2018-09-13","20:40:00","320"
"2599","2018-09-13","20:40:00","320"
"2600","2018-09-13","20:40:00","320"
"2601","2018-09-13","20:40:00","319"
"2602","2018-09-13","20:40:00","320"
"2603","2018-09-13","20:40:00","320"
"2604","2018-09-13","20:40:00","319"
"2605","2018-09-13","20:40:00","320"
"2606","2018-09-13","20:40:00","319"
"2607","2018-09-13","20:40:00","320"
"2608","2018-09-13","20:40:00","319"
"2609","2018-09-13","20:40:00","319"
"2610","2018-09-13","20:40:00","318"
"2611","2018-09-13","20:40:00","319"
"2612","2018-09-13","20:40:00","318"
"2613","2018-09-13","20:40:00","319"
"2614","2018-09-13","20:40:00","318"
"2615","2018-09-13","20:40:00","319"
"2616","2018-09-13","20:40:00","319"
"2617","2018-09-13","20:40:00","318"
"2618","2018-09-13","20:40:00","318"
"2619","2018-09-13","20:40:00","318"
"2620","2018-09-13","20:40:00","319"
"2621","2018-09-13","20:40:00","317"
"2622","2018-09-13","20:40:00","318"
"2623","2018-09-13","20:40:00","319"
"2624","2018-09-13","20:40:00","319"
"2625","2018-09-13","20:40:00","319"
"2626","2018-09-13","20:40:00","319"
"2627","2018-09-13","20:40:00","318"
"2628","2018-09-13","20:40:00","319"
"2629","2018-09-13","20:40:00","319"
"2630","2018-09-13","20:40:00","319"
"2631","2018-09-13","20:40:00","319"
"2632","2018-09-13","20:40:00","319"
"2633","2018-09-13","20:40:00","320"
"2634","2018-09-13","20:40:00","320"
"2635","2018-09-13","20:40:00","319"
"2636","2018-09-13","20:40:00","319"
"2637","2018-09-13","20:40:00","319"
"2638","2018-09-13","20:40:00","320"
"2639","2018-09-13","20:40:00","320"
"2640","2018-09-13","20:40:00","319"
"2641","2018-09-13","20:40:00","319"
"2642","2018-09-13","20:40:00","320"
"2643","2018-09-13","20:40:00","320"
"2644","2018-09-13","20:40:00","319"
"2645","2018-09-13","20:40:00","320"
"2646","2018-09-13","20:40:00","320"
"2647","2018-09-13","20:40:00","319"
"2648","2018-09-13","20:40:00","320"
"2649","2018-09-13","20:40:00","320"
"2650","2018-09-13","20:40:00","320"
"2651","2018-09-13","20:40:00","321"
"2652","2018-09-13","20:40:00","321"
"2653","2018-09-13","20:40:00","321"
"2654","2018-09-13","20:40:00","321"
"2655","2018-09-13","20:40:00","318"
"2656","2018-09-13","20:40:00","320"
"2657","2018-09-13","20:40:00","320"
"2658","2018-09-13","20:40:00","320"
"2659","2018-09-13","20:40:00","320"
"2660","2018-09-13","20:40:00","321"
"2661","2018-09-13","20:40:00","321"
"2662","2018-09-13","20:40:00","321"
"2663","2018-09-13","20:40:00","320"
"2664","2018-09-13","20:40:00","321"
"2665","2018-09-13","20:40:00","320"
"2666","2018-09-13","20:40:00","320"
"2667","2018-09-13","20:40:00","319"
"2668","2018-09-13","20:40:00","319"
"2669","2018-09-13","20:40:00","321"
"2670","2018-09-13","20:40:00","320"
"2671","2018-09-13","20:40:00","320"
"2672","2018-09-13","20:40:00","320"
"2673","2018-09-13","20:40:00","319"
"2674","2018-09-13","20:40:00","319"
"2675","2018-09-13","20:40:00","319"
"2676","2018-09-13","20:40:00","319"
"2677","2018-09-13","20:40:00","319"
"2678","2018-09-13","20:40:00","319"
"2679","2018-09-13","20:40:00","320"
"2680","2018-09-13","20:40:00","320"
"2681","2018-09-13","20:40:00","319"
"2682","2018-09-13","20:40:00","320"
"2683","2018-09-13","20:40:00","320"
"2684","2018-09-13","20:40:00","320"
"2685","2018-09-13","20:40:00","319"
"2686","2018-09-13","20:40:00","320"
"2687","2018-09-13","20:40:00","319"
"2688","2018-09-13","20:40:00","320"
"2689","2018-09-13","20:40:00","320"
"2690","2018-09-13","20:40:00","320"
"2691","2018-09-13","20:40:00","319"
"2692","2018-09-13","20:40:00","320"
"2693","2018-09-13","20:40:00","321"
"2694","2018-09-13","20:40:00","319"
"2695","2018-09-13","20:40:00","321"
"2696","2018-09-13","20:40:00","319"
"2697","2018-09-13","20:40:00","320"
"2698","2018-09-13","20:40:00","321"
"2699","2018-09-13","20:40:00","319"
"2700","2018-09-13","20:40:00","320"
"2701","2018-09-13","20:40:00","319"
"2702","2018-09-13","20:40:00","321"
"2703","2018-09-13","20:40:00","320"
"2704","2018-09-13","20:40:00","321"
"2705","2018-09-13","20:40:00","321"
"2706","2018-09-13","20:40:00","321"
"2707","2018-09-13","20:40:00","321"
"2708","2018-09-13","20:40:00","321"
"2709","2018-09-13","20:40:00","321"
"2710","2018-09-13","20:40:00","321"
"2711","2018-09-13","20:40:00","322"
"2712","2018-09-13","20:40:00","321"
"2713","2018-09-13","20:40:00","321"
"2714","2018-09-13","20:40:00","321"
"2715","2018-09-13","20:40:00","321"
"2716","2018-09-13","20:40:00","322"
"2717","2018-09-13","20:40:00","323"
"2718","2018-09-13","20:40:00","321"
"2719","2018-09-13","20:40:00","321"
"2720","2018-09-13","20:40:00","320"
"2721","2018-09-13","20:40:00","321"
"2722","2018-09-13","20:40:00","322"
"2723","2018-09-13","20:40:00","322"
"2724","2018-09-13","20:40:00","321"
"2725","2018-09-13","20:40:00","321"
"2726","2018-09-13","20:40:00","322"
"2727","2018-09-13","20:40:00","321"
"2728","2018-09-13","20:40:00","321"
"2729","2018-09-13","20:40:00","321"
"2730","2018-09-13","20:40:00","322"
"2731","2018-09-13","20:40:00","320"
"2732","2018-09-13","20:40:00","321"
"2733","2018-09-13","20:40:00","320"
"2734","2018-09-13","20:40:00","321"
"2735","2018-09-13","20:40:00","320"
"2736","2018-09-13","20:40:00","321"
"2737","2018-09-13","20:40:00","321"
"2738","2018-09-13","20:40:00","321"
"2739","2018-09-13","20:40:00","321"
"2740","2018-09-13","20:40:00","321"
"2741","2018-09-13","20:40:00","321"
"2742","2018-09-13","20:40:00","320"
"2743","2018-09-13","20:40:00","321"
"2744","2018-09-13","20:40:00","320"
"2745","2018-09-13","20:40:00","320"
"2746","2018-09-13","20:40:00","321"
"2747","2018-09-13","20:40:00","320"
"2748","2018-09-13","20:40:00","321"
"2749","2018-09-13","20:40:00","322"
"2750","2018-09-13","20:40:00","321"
"2751","2018-09-13","20:40:00","321"
"2752","2018-09-13","20:40:00","321"
"2753","2018-09-13","20:40:00","321"
"2754","2018-09-13","20:40:00","320"
"2755","2018-09-13","20:40:00","322"
"2756","2018-09-13","20:40:00","321"
"2757","2018-09-13","20:40:00","320"
"2758","2018-09-13","20:40:00","322"
"2759","2018-09-13","20:40:00","320"
"2760","2018-09-13","20:40:00","321"
"2761","2018-09-13","20:40:00","321"
"2762","2018-09-13","20:40:00","321"
"2763","2018-09-13","20:40:00","322"
"2764","2018-09-13","20:40:00","321"
"2765","2018-09-13","20:40:00","322"
"2766","2018-09-13","20:40:00","321"
"2767","2018-09-13","20:40:00","323"
"2768","2018-09-13","20:40:00","322"
"2769","2018-09-13","20:40:00","322"
"2770","2018-09-13","20:40:00","323"
"2771","2018-09-13","20:40:00","322"
"2772","2018-09-13","20:40:00","323"
"2773","2018-09-13","20:40:00","322"
"2774","2018-09-13","20:40:00","323"
"2775","2018-09-13","20:40:00","322"
"2776","2018-09-13","20:40:00","322"
"2777","2018-09-13","20:40:00","323"
"2778","2018-09-13","20:40:00","323"
"2779","2018-09-13","20:40:00","324"
"2780","2018-09-13","20:40:00","323"
"2781","2018-09-13","20:40:00","323"
"2782","2018-09-13","20:40:00","322"
"2783","2018-09-13","20:40:00","323"
"2784","2018-09-13","20:40:00","323"
"2785","2018-09-13","20:40:00","323"
"2786","2018-09-13","20:40:00","323"
"2787","2018-09-13","20:40:00","322"
"2788","2018-09-13","20:40:00","323"
"2789","2018-09-13","20:40:00","323"
"2790","2018-09-13","20:40:00","322"
"2791","2018-09-13","20:40:00","323"
"2792","2018-09-13","20:40:00","323"
"2793","2018-09-13","20:40:00","323"
"2794","2018-09-13","20:40:00","322"
"2795","2018-09-13","20:40:00","320"
"2796","2018-09-13","20:40:00","322"
"2797","2018-09-13","20:40:00","323"
"2798","2018-09-13","20:40:00","323"
"2799","2018-09-13","20:40:00","322"
"2800","2018-09-13","20:40:00","322"
"2801","2018-09-13","20:40:00","322"
"2802","2018-09-13","20:40:00","323"
"2803","2018-09-13","20:40:00","322"
"2804","2018-09-13","20:40:00","323"
"2805","2018-09-13","20:40:00","323"
"2806","2018-09-13","20:40:00","322"
"2807","2018-09-13","20:40:00","323"
"2808","2018-09-13","20:40:00","322"
"2809","2018-09-13","20:40:00","321"
"2810","2018-09-13","20:40:00","322"
"2811","2018-09-13","20:40:00","322"
"2812","2018-09-13","20:40:00","323"
"2813","2018-09-13","20:40:00","322"
"2814","2018-09-13","20:40:00","323"
"2815","2018-09-13","20:40:00","322"
"2816","2018-09-13","20:40:00","322"
"2817","2018-09-13","20:40:00","323"
"2818","2018-09-13","20:40:00","322"
"2819","2018-09-13","20:40:00","323"
"2820","2018-09-13","20:40:00","322"
"2821","2018-09-13","20:40:00","323"
"2822","2018-09-13","20:40:00","322"
"2823","2018-09-13","20:40:00","323"
"2824","2018-09-13","20:40:00","321"
"2825","2018-09-13","20:40:00","323"
"2826","2018-09-13","20:40:00","323"
"2827","2018-09-13","20:40:00","323"
"2828","2018-09-13","20:40:00","324"
"2829","2018-09-13","20:40:00","323"
"2830","2018-09-13","20:40:00","323"
"2831","2018-09-13","20:40:00","323"
"2832","2018-09-13","20:40:00","323"
"2833","2018-09-13","20:40:00","324"
"2834","2018-09-13","20:40:00","324"
"2835","2018-09-13","20:40:00","324"
"2836","2018-09-13","20:40:00","323"
"2837","2018-09-13","20:40:00","323"
"2838","2018-09-13","20:40:00","323"
"2839","2018-09-13","20:40:00","323"
"2840","2018-09-13","20:40:00","323"
"2841","2018-09-13","20:40:00","324"
"2842","2018-09-13","20:40:00","323"
"2843","2018-09-13","20:40:00","324"
"2844","2018-09-13","20:40:00","323"
"2845","2018-09-13","20:40:00","323"
"2846","2018-09-13","20:40:00","323"
"2847","2018-09-13","20:40:00","324"
"2848","2018-09-13","20:40:00","324"
"2849","2018-09-13","20:40:00","324"
"2850","2018-09-13","20:40:00","323"
"2851","2018-09-13","20:40:00","323"
"2852","2018-09-13","20:40:00","324"
"2853","2018-09-13","20:40:00","323"
"2854","2018-09-13","20:40:00","324"
"2855","2018-09-13","20:40:00","324"
"2856","2018-09-13","20:40:00","324"
"2857","2018-09-13","20:40:00","325"
"2858","2018-09-13","20:40:00","323"
"2859","2018-09-13","20:40:00","324"
"2860","2018-09-13","20:40:00","324"
"2861","2018-09-13","20:40:00","324"
"2862","2018-09-13","20:40:00","323"
"2863","2018-09-13","20:40:00","323"
"2864","2018-09-13","20:40:00","324"
"2865","2018-09-13","20:40:00","323"
"2866","2018-09-13","20:40:00","324"
"2867","2018-09-13","20:40:00","324"
"2868","2018-09-13","20:40:00","324"
"2869","2018-09-13","20:40:00","324"
"2870","2018-09-13","20:40:00","324"
"2871","2018-09-13","20:40:00","325"
"2872","2018-09-13","20:40:00","324"
"2873","2018-09-13","20:40:00","325"
"2874","2018-09-13","20:40:00","325"
"2875","2018-09-13","20:40:00","325"
"2876","2018-09-13","20:40:00","325"
"2877","2018-09-13","20:40:00","324"
"2878","2018-09-13","20:40:00","325"
"2879","2018-09-13","20:40:00","325"
"2880","2018-09-13","20:40:00","325"
"2881","2018-09-13","20:40:00","325"
"2882","2018-09-13","20:40:00","325"
"2883","2018-09-13","20:40:00","325"
"2884","2018-09-13","20:40:00","324"
"2885","2018-09-13","20:40:00","324"
"2886","2018-09-13","20:40:00","324"
"2887","2018-09-13","20:40:00","324"
"2888","2018-09-13","20:40:00","324"
"2889","2018-09-13","20:40:00","324"
"2890","2018-09-13","20:40:00","324"
"2891","2018-09-13","20:40:00","323"
"2892","2018-09-13","20:40:00","324"
"2893","2018-09-13","20:40:00","323"
"2894","2018-09-13","20:40:00","324"
"2895","2018-09-13","20:40:00","324"
"2896","2018-09-13","20:40:00","325"
"2897","2018-09-13","20:40:00","324"
"2898","2018-09-13","20:40:00","324"
"2899","2018-09-13","20:40:00","324"
"2900","2018-09-13","20:40:00","324"
"2901","2018-09-13","20:40:00","324"
"2902","2018-09-13","20:40:00","324"
"2903","2018-09-13","20:40:00","324"
"2904","2018-09-13","20:40:00","324"
"2905","2018-09-13","20:40:00","324"
"2906","2018-09-13","20:40:00","325"
"2907","2018-09-13","20:40:00","324"
"2908","2018-09-13","20:40:00","325"
"2909","2018-09-13","20:40:00","325"
"2910","2018-09-13","20:40:00","325"
"2911","2018-09-13","20:40:00","325"
"2912","2018-09-13","20:40:00","324"
"2913","2018-09-13","20:40:00","326"
"2914","2018-09-13","20:40:00","325"
"2915","2018-09-13","20:40:00","324"
"2916","2018-09-13","20:40:00","326"
"2917","2018-09-13","20:40:00","325"
"2918","2018-09-13","20:40:00","325"
"2919","2018-09-13","20:40:00","325"
"2920","2018-09-13","20:40:00","326"
"2921","2018-09-13","20:40:00","325"
"2922","2018-09-13","20:40:00","325"
"2923","2018-09-13","20:40:00","326"
"2924","2018-09-13","20:40:00","326"
"2925","2018-09-13","20:40:00","327"
"2926","2018-09-13","20:40:00","326"
"2927","2018-09-13","20:40:00","327"
"2928","2018-09-13","20:40:00","326"
"2929","2018-09-13","20:40:00","326"
"2930","2018-09-13","20:40:00","326"
"2931","2018-09-13","20:40:00","326"
"2932","2018-09-13","20:40:00","326"
"2933","2018-09-13","20:40:00","326"
"2934","2018-09-13","20:40:00","325"
"2935","2018-09-13","20:40:00","324"
"2936","2018-09-13","20:40:00","325"
"2937","2018-09-13","20:40:00","325"
"2938","2018-09-13","20:40:00","325"
"2939","2018-09-13","20:40:00","324"
"2940","2018-09-13","20:40:00","324"
"2941","2018-09-13","20:40:00","323"
"2942","2018-09-13","20:40:00","324"
"2943","2018-09-13","20:40:00","324"
"2944","2018-09-13","20:40:00","324"
"2945","2018-09-13","20:40:00","323"
"2946","2018-09-13","20:40:00","325"
"2947","2018-09-13","20:40:00","323"
"2948","2018-09-13","20:40:00","324"
"2949","2018-09-13","20:40:00","323"
"2950","2018-09-13","20:40:00","324"
"2951","2018-09-13","20:40:00","324"
"2952","2018-09-13","20:40:00","324"
"2953","2018-09-13","20:40:00","324"
"2954","2018-09-13","20:40:00","323"
"2955","2018-09-13","20:40:00","324"
"2956","2018-09-13","20:40:00","324"
"2957","2018-09-13","20:40:00","324"
"2958","2018-09-13","20:40:00","323"
"2959","2018-09-13","20:40:00","323"
"2960","2018-09-13","20:40:00","324"
"2961","2018-09-13","20:40:00","324"
"2962","2018-09-13","20:40:00","323"
"2963","2018-09-13","20:40:00","324"
"2964","2018-09-13","20:40:00","323"
"2965","2018-09-13","20:40:00","324"
"2966","2018-09-13","20:40:00","324"
"2967","2018-09-13","20:40:00","323"
"2968","2018-09-13","20:40:00","324"
"2969","2018-09-13","20:40:00","323"
"2970","2018-09-13","20:40:00","323"
"2971","2018-09-13","20:40:00","323"
"2972","2018-09-13","20:40:00","323"
"2973","2018-09-13","20:40:00","324"
"2974","2018-09-13","20:40:00","323"
"2975","2018-09-13","20:40:00","324"
"2976","2018-09-13","20:40:00","323"
"2977","2018-09-13","20:40:00","323"
"2978","2018-09-13","20:40:00","323"
"2979","2018-09-13","20:40:00","324"
"2980","2018-09-13","20:40:00","324"
"2981","2018-09-13","20:40:00","324"
"2982","2018-09-13","20:40:00","324"
"2983","2018-09-13","20:40:00","325"
"2984","2018-09-13","20:40:00","324"
"2985","2018-09-13","20:40:00","324"
"2986","2018-09-13","20:40:00","324"
"2987","2018-09-13","20:40:00","324"
"2988","2018-09-13","20:40:00","324"
"2989","2018-09-13","20:40:00","324"
"2990","2018-09-13","20:40:00","324"
"2991","2018-09-13","20:40:00","324"
"2992","2018-09-13","20:40:00","323"
"2993","2018-09-13","20:40:00","324"
"2994","2018-09-13","20:40:00","323"
"2995","2018-09-13","20:40:00","324"
"2996","2018-09-13","20:40:00","323"
"2997","2018-09-13","20:40:00","324"
"2998","2018-09-13","20:40:00","323"
"2999","2018-09-13","20:40:00","322"
"3000","2018-09-13","20:40:00","322"
"3001","2018-09-13","20:40:00","323"
"3002","2018-09-13","20:40:00","324"
"3003","2018-09-13","20:40:00","323"
"3004","2018-09-13","20:40:00","323"
"3005","2018-09-13","20:40:00","323"
"3006","2018-09-13","20:40:00","323"
"3007","2018-09-13","20:40:00","323"
"3008","2018-09-13","20:40:00","323"
"3009","2018-09-13","20:40:00","323"
"3010","2018-09-13","20:40:00","324"
"3011","2018-09-13","20:40:00","324"
"3012","2018-09-13","20:40:00","324"
"3013","2018-09-13","20:40:00","324"
"3014","2018-09-13","20:40:00","323"
"3015","2018-09-13","20:40:00","323"
"3016","2018-09-13","20:40:00","324"
"3017","2018-09-13","20:40:00","324"
"3018","2018-09-13","20:40:00","324"
"3019","2018-09-13","20:40:00","324"
"3020","2018-09-13","20:40:00","323"
"3021","2018-09-13","20:40:00","325"
"3022","2018-09-13","20:40:00","324"
"3023","2018-09-13","20:40:00","324"
"3024","2018-09-13","20:40:00","324"
"3025","2018-09-13","20:40:00","324"
"3026","2018-09-13","20:40:00","324"
"3027","2018-09-13","20:40:00","325"
"3028","2018-09-13","20:40:00","324"
"3029","2018-09-13","20:40:00","325"
"3030","2018-09-13","20:40:00","325"
"3031","2018-09-13","20:40:00","325"
"3032","2018-09-13","20:40:00","326"
"3033","2018-09-13","20:40:00","326"
"3034","2018-09-13","20:40:00","325"
